鄉鎮市區,交易標的,土地移轉總面積平方公尺,移轉層次,總樓層數,建物型態,主要用途,主要建材,建物移轉總面積平方公尺,建物現況格局.房,建物現況格局.廳,建物現況格局.衛,建物現況格局.隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積.平方公尺.,車位總價元,主建物面積,附屬建物面積,陽台面積,電梯
歸仁區,土地,2200.0,,,其他,,,0.0,0,0,0,1,無,43257500,19663,,0.0,0,0.0,0.0,0.0,0
歸仁區,土地,82.65,,,其他,,,0.0,0,0,0,1,無,2250146,27225,,0.0,0,0.0,0.0,0.0,0
仁德區,房地(土地+建物),112.3,全,四層,透天厝,住家用,鋼筋混凝土構造,200.73,5,2,5,1,無,17300000,86185,,0.0,0,182.1,0.0,18.63,0
歸仁區,房地(土地+建物),76.17,全,三層,透天厝,住家用,鋼筋混凝土造,150.03,4,1,3,1,無,6200000,41325,,0.0,0,139.09,7.34,3.6,0
歸仁區,土地,318.45,,,其他,,,0.0,0,0,0,1,無,5371159,16867,,0.0,0,0.0,0.0,0.0,0
永康區,房地(土地+建物)+車位,33.57,一層，二層，三層,十層,華廈(10層含以下有電梯),住商用,鋼筋混凝土造,231.94,3,0,4,1,有,8800000,37941,坡道平面,0.0,0,161.87,0.0,12.06,1
永康區,房地(土地+建物),74.75,全,二層,透天厝,住商用,加強磚造,115.01,3,2,2,1,無,8700000,75646,,0.0,0,93.29,15.47,6.25,0
永康區,房地(土地+建物),11.99,五層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,89.02,3,2,2,1,有,2680000,30106,,0.0,0,54.78,2.61,5.75,1
永康區,房地(土地+建物),20.26,九層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,114.92,3,2,2,1,有,6300000,54821,,0.0,0,76.21,0.0,10.04,1
永康區,房地(土地+建物),43.73,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,94.14,3,2,2,1,無,4500000,47801,,0.0,0,75.15,11.52,0.0,0
永康區,房地(土地+建物),62.36,全,二層,透天厝,住商用,加強磚造,86.4,3,2,3,1,無,5300000,61343,,0.0,0,86.4,0.0,0.0,0
永康區,房地(土地+建物),7.53,二十一層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,74.66,1,1,1,1,有,5800000,77686,,0.0,0,45.0,0.0,4.61,1
北區,房地(土地+建物),103.69,全,五層,透天厝,住家用,鋼筋混凝土造,203.47,5,2,4,1,無,11500000,56519,,0.0,0,194.09,3.01,6.37,0
安南區,土地,88.0,,,其他,,,0.0,0,0,0,1,無,2956800,33600,,0.0,0,0.0,0.0,0.0,0
新營區,房地(土地+建物),82.44,全,四層,透天厝,住家用,鋼筋混凝土造,176.03,4,2,3,1,無,4500000,25564,,0.0,0,169.76,0.0,6.27,0
永康區,土地,175.12,,,其他,,,0.0,0,0,0,1,無,3277000,18713,,0.0,0,0.0,0.0,0.0,0
永康區,房地(土地+建物)+車位,6.27,七層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,61.82,1,0,1,1,有,2150000,34778,坡道平面,0.0,0,25.59,0.0,2.88,1
善化區,土地,454.89,,,其他,,,0.0,0,0,0,1,無,4127700,9074,,0.0,0,0.0,0.0,0.0,0
善化區,房地(土地+建物),92.82,全,四層,透天厝,住商用,鋼筋混凝土造,229.88,4,2,4,1,無,3676137,15992,,0.0,0,202.68,0.0,27.2,0
永康區,房地(土地+建物),215.0,全,二層,透天厝,住家用,鋼筋混凝土造,266.68,5,2,3,1,無,15000000,56247,,0.0,0,244.97,4.7,17.01,0
新營區,土地,211.6,,,其他,,,0.0,0,0,0,1,無,1340000,6333,,0.0,0,0.0,0.0,0.0,0
新營區,土地,423.2,,,其他,,,0.0,0,0,0,1,無,1985990,4693,,0.0,0,0.0,0.0,0.0,0
鹽水區,土地,152.03,,,其他,,,0.0,0,0,0,1,無,3153406,20742,,0.0,0,0.0,0.0,0.0,0
安南區,土地,100.4,,,其他,,,0.0,0,0,0,1,無,3895520,38800,,0.0,0,0.0,0.0,0.0,0
安南區,土地,100.4,,,其他,,,0.0,0,0,0,1,無,3895520,38800,,0.0,0,0.0,0.0,0.0,0
安南區,土地,60.56,,,其他,,,0.0,0,0,0,1,無,2543520,42000,,0.0,0,0.0,0.0,0.0,0
安南區,土地,46.93,,,其他,,,0.0,0,0,0,1,無,1806805,38500,,0.0,0,0.0,0.0,0.0,0
安南區,土地,11.92,,,其他,,,0.0,0,0,0,1,無,458920,38500,,0.0,0,0.0,0.0,0.0,0
安南區,土地,77.65,,,其他,,,0.0,0,0,0,1,無,2989680,38502,,0.0,0,0.0,0.0,0.0,0
安南區,土地,593.92,,,其他,,,0.0,0,0,0,1,無,22866075,38500,,0.0,0,0.0,0.0,0.0,0
安南區,土地,49.76,,,其他,,,0.0,0,0,0,1,無,718000,14429,,0.0,0,0.0,0.0,0.0,0
永康區,建物,0.0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,111.98,3,2,2,1,無,3550000,31702,,0.0,0,85.57,0.0,12.53,0
永康區,土地,177.41,,,其他,,,0.0,0,0,0,1,無,8500000,47912,,0.0,0,0.0,0.0,0.0,0
永康區,房地(土地+建物)+車位,18.79,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,110.45,3,1,2,1,有,5550000,50249,升降機械,0.0,0,70.44,0.41,7.67,1
玉井區,房地(土地+建物),135.05,全,二層,透天厝,住家用,加強磚造,129.35,2,2,2,1,無,2000000,15462,,0.0,0,103.48,25.87,0.0,0
仁德區,土地,967.76,,,其他,,,0.0,0,0,0,1,無,6200000,6407,,0.0,0,0.0,0.0,0.0,0
仁德區,土地,86.06,,,其他,,,0.0,0,0,0,1,無,2470000,28701,,0.0,0,0.0,0.0,0.0,0
仁德區,土地,533.48,,,其他,,,0.0,0,0,0,1,無,20180000,37827,,0.0,0,0.0,0.0,0.0,0
仁德區,房地(土地+建物),90.8,全,二層,透天厝,住家用,加強磚造,64.12,4,2,4,1,無,9400000,146600,,0.0,0,64.12,0.0,0.0,0
關廟區,房地(土地+建物),2656.0,全,二層,透天厝,農業用,鋼造,356.31,0,0,0,0,無,7150000,20067,,0.0,0,344.61,0.0,11.7,0
安定區,土地,956.0,,,其他,,,0.0,0,0,0,1,無,5449200,5700,,0.0,0,0.0,0.0,0.0,0
新市區,房地(土地+建物),292.64,全,一層,透天厝,工業用,鋼骨構造有牆,161.0,0,0,2,1,有,15640000,97143,,0.0,0,161.0,0.0,0.0,0
安定區,土地,106.57,,,其他,,,0.0,0,0,0,1,無,2700000,25335,,0.0,0,0.0,0.0,0.0,0
新市區,土地,571.92,,,其他,,,0.0,0,0,0,1,無,58820000,102847,,0.0,0,0.0,0.0,0.0,0
新市區,土地,147.05,,,其他,,,0.0,0,0,0,1,無,8598800,58475,,0.0,0,0.0,0.0,0.0,0
安定區,土地,1949.98,,,其他,,,0.0,0,0,0,1,無,34872956,17884,,0.0,0,0.0,0.0,0.0,0
將軍區,土地,684.9,,,其他,,,0.0,0,0,0,1,無,5179500,7562,,0.0,0,0.0,0.0,0.0,0
佳里區,土地,5353.75,,,其他,,,0.0,0,0,0,1,無,8280000,1547,,0.0,0,0.0,0.0,0.0,0
西港區,土地,2400.0,,,其他,,,0.0,0,0,0,1,無,6170000,2571,,0.0,0,0.0,0.0,0.0,0
麻豆區,房地(土地+建物),87.04,全,三層,透天厝,住家用,鋼筋混凝土造,153.99,9,0,9,1,無,4300000,27924,,0.0,0,134.85,2.06,17.08,0
下營區,土地,3301.0,,,其他,,,0.0,0,0,0,1,無,7262200,2200,,0.0,0,0.0,0.0,0.0,0
六甲區,房地(土地+建物),124.31,全,三層,透天厝,住家用,鋼筋混凝土構造,187.82,5,2,3,1,無,10800000,57502,,0.0,0,176.49,0.0,11.33,0
麻豆區,房地(土地+建物),116.8,全,三層,透天厝,住家用,鋼筋混凝土構造,185.86,5,1,4,1,無,11000000,59184,,0.0,0,185.86,0.0,0.0,0
新營區,房地(土地+建物),16.08,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,115.33,2,1,2,1,有,4200000,36417,,0.0,0,74.46,0.81,12.61,1
新營區,房地(土地+建物),110.88,全,三層,透天厝,住家用,鋼筋混凝土造,243.41,5,2,3,1,無,12091340,49675,,0.0,0,243.41,0.0,0.0,0
東山區,土地,1800.0,,,其他,,,0.0,0,0,0,1,無,2500000,1389,,0.0,0,0.0,0.0,0.0,0
後壁區,土地,1727.0,,,其他,,,0.0,0,0,0,1,無,1986050,1150,,0.0,0,0.0,0.0,0.0,0
南區,土地,363.64,,,其他,,,0.0,0,0,0,1,無,14850000,40837,,0.0,0,0.0,0.0,0.0,0
南區,土地,71.87,,,其他,,,0.0,0,0,0,1,無,412000,5733,,0.0,0,0.0,0.0,0.0,0
南區,房地(土地+建物),83.0,全,三層,透天厝,住商用,鋼筋混凝土造,222.33,6,2,3,1,無,10000000,44978,,0.0,0,209.23,0.0,13.1,0
安南區,房地(土地+建物),65.81,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,100.92,3,2,2,1,無,4100000,40626,,0.0,0,79.94,0.01,9.81,0
安南區,房地(土地+建物),70.91,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,102.79,2,2,2,1,無,2550000,24810,,0.0,0,81.13,0.01,10.7,0
安南區,土地,1360.33,,,其他,,,0.0,0,0,0,1,無,9500000,6984,,0.0,0,0.0,0.0,0.0,0
安南區,房地(土地+建物),84.35,全,二層,透天厝,住商用,加強磚造,105.8,4,2,3,1,無,7500000,70888,,0.0,0,100.08,0.0,5.72,0
安平區,房地(土地+建物)+車位,12.1,十三層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,157.7,3,2,2,1,有,9300000,58973,坡道平面,30.66,0,76.41,3.48,6.03,1
中西區,房地(土地+建物)+車位,8.92,十三層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,102.8,2,2,2,1,有,7450000,72471,坡道機械,29.39,0,43.57,2.57,3.07,1
中西區,房地(土地+建物),46.7,二層,十層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,335.26,1,1,2,1,有,9800000,29231,,0.0,0,313.79,0.0,0.0,1
北區,房地(土地+建物)+車位,26.7,十層,十四層,住宅大樓(11層含以上有電梯),住家用,ＲＣ造,185.28,3,2,2,1,有,13050000,70434,坡道平面,0.0,0,91.35,3.12,20.9,1
安平區,房地(土地+建物)+車位,19.55,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,160.61,4,2,2,1,有,10500000,65376,坡道平面,0.0,0,77.08,0.0,10.75,1
北區,房地(土地+建物),17.78,一層，二層，三層,十九層,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,175.1,2,2,2,1,有,5500000,31411,,0.0,0,132.84,0.0,0.0,1
安平區,房地(土地+建物)+車位,14.93,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,194.48,3,2,2,1,有,8550000,43963,升降平面,0.0,0,102.62,0.0,18.03,1
北區,房地(土地+建物),18.79,四層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,90.28,1,2,2,1,有,3720000,41205,,0.0,0,73.22,0.0,0.0,1
中西區,房地(土地+建物)+車位,9.22,十三層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,106.3,2,2,2,1,有,9700000,111429,坡道機械,29.39,1130000,45.56,2.65,3.34,1
安平區,房地(土地+建物),6.69,十二層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,119.18,3,2,2,1,有,5880000,49337,,0.0,0,75.35,0.0,13.34,1
安平區,房地(土地+建物),101.4,全,四層,透天厝,住家用,鋼筋混凝土構造,290.45,4,3,5,1,無,31500000,108452,,0.0,0,267.65,0.0,22.8,1
安平區,房地(土地+建物)+車位,24.55,四層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,147.03,3,2,2,1,有,7900000,53731,坡道平面,0.0,0,87.74,1.26,15.43,1
北區,房地(土地+建物),75.0,全,二層,透天厝,住商用,加強磚造,101.31,5,1,6,1,無,12600000,124371,,0.0,0,100.16,0.0,1.15,0
安平區,房地(土地+建物)+車位,11.48,五層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,155.43,3,2,2,1,有,9880000,63566,坡道平面,27.59,0,75.18,2.13,8.86,1
安平區,房地(土地+建物)+車位,8.91,三層,十四層,住宅大樓(11層含以上有電梯),住家用,ＲＣ造,127.77,3,2,2,1,有,7300000,57134,坡道機械,0.0,600000,59.57,0.0,18.24,1
安平區,房地(土地+建物)+車位,14.29,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,139.62,3,2,2,1,有,9000000,66406,坡道平面,22.16,1200000,79.39,2.4,10.73,1
中西區,房地(土地+建物),75.73,全,四層,透天厝,住家用,鋼筋混凝土造,186.47,4,2,5,1,無,19010000,101947,,0.0,0,155.58,0.0,30.89,0
安南區,土地,917.48,,,其他,,,0.0,0,0,0,1,無,5300000,5777,,0.0,0,0.0,0.0,0.0,0
安南區,土地,28.68,,,其他,,,0.0,0,0,0,1,無,160608,5600,,0.0,0,0.0,0.0,0.0,0
安南區,土地,136.5,,,其他,,,0.0,0,0,0,1,無,651244,4771,,0.0,0,0.0,0.0,0.0,0
安南區,土地,27.41,,,其他,,,0.0,0,0,0,1,無,664000,24225,,0.0,0,0.0,0.0,0.0,0
東區,房地(土地+建物),7.17,一層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,35.83,1,1,1,1,無,2300000,64192,,0.0,0,24.48,0.0,0.0,1
南區,房地(土地+建物)+車位,35.75,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,145.71,3,2,2,1,有,5000000,34315,坡道平面,0.0,0,87.48,0.0,8.74,1
南區,房地(土地+建物),168.07,全,三層,透天厝,住商用,鋼筋混凝土構造,208.92,5,2,5,1,無,18000000,86157,,0.0,0,195.02,0.0,13.9,0
南區,土地,214.55,,,其他,,,0.0,0,0,0,1,無,6080000,28338,,0.0,0,0.0,0.0,0.0,0
南區,房地(土地+建物),17.77,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,55.71,2,2,1,1,無,2850000,51158,,0.0,0,47.7,0.0,4.72,0
南區,土地,369.0,,,其他,,,0.0,0,0,0,1,無,2000000,5420,,0.0,0,0.0,0.0,0.0,0
新營區,土地,1804.48,,,其他,,,0.0,0,0,0,1,無,51855800,28737,,0.0,0,0.0,0.0,0.0,0
新營區,房地(土地+建物),87.48,全,二層,透天厝,住商用,加強磚造,107.88,5,2,2,1,無,4100000,38005,,0.0,0,107.88,0.0,0.0,0
大內區,土地,3389.0,,,其他,,,0.0,0,0,0,1,無,2000000,590,,0.0,0,0.0,0.0,0.0,0
下營區,土地,58.67,,,其他,,,0.0,0,0,0,1,無,216666,3693,,0.0,0,0.0,0.0,0.0,0
麻豆區,土地,191.15,,,其他,,,0.0,0,0,0,1,無,1024900,5362,,0.0,0,0.0,0.0,0.0,0
新市區,房地(土地+建物)+車位,51.5,七層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,155.41,3,2,2,1,有,6680000,42983,坡道平面,0.0,800000,95.46,0.0,12.33,1
新市區,土地,4004.0,,,其他,,,0.0,0,0,0,1,無,23623600,5900,,0.0,0,0.0,0.0,0.0,0
新市區,房地(土地+建物),112.07,全,四層,透天厝,住家用,鋼筋混凝土造,255.34,9,0,9,1,有,17800000,69711,,0.0,0,242.06,0.0,13.28,1
仁德區,土地,42.46,,,其他,,,0.0,0,0,0,1,無,170000,4004,,0.0,0,0.0,0.0,0.0,0
歸仁區,土地,4297.0,,,其他,,,0.0,0,0,0,1,無,22600000,5259,,0.0,0,0.0,0.0,0.0,0
仁德區,房地(土地+建物)+車位,10.12,十層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,105.35,2,2,1,1,有,7600000,72140,坡道平面,17.45,0,49.37,3.37,5.32,1
仁德區,房地(土地+建物)+車位,22.17,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,113.69,3,2,2,1,有,4500000,39581,坡道機械,0.0,0,67.38,0.0,8.31,1
仁德區,房地(土地+建物),104.01,全,四層,透天厝,住家用,鋼筋混凝土構造,219.1,5,2,6,1,無,14300000,65267,,0.0,0,201.79,0.0,17.31,0
南化區,土地,3928.0,,,其他,,,0.0,0,0,0,1,無,5000000,1273,,0.0,0,0.0,0.0,0.0,0
永康區,房地(土地+建物)+車位,25.62,八層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,158.13,3,2,2,1,有,7350000,46481,坡道機械,0.0,0,94.96,0.0,9.51,1
永康區,房地(土地+建物),71.91,全,二層,透天厝,住商用,加強磚造,110.54,3,1,2,1,無,5400000,48851,,0.0,0,101.94,4.9,3.7,0
永康區,房地(土地+建物)+車位,13.43,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,122.72,3,2,2,1,有,4300000,35039,坡道機械,0.0,0,71.8,0.0,7.61,1
永康區,房地(土地+建物)+車位,24.01,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,172.88,4,2,2,1,有,8000000,46275,坡道機械,0.0,0,108.02,0.0,19.97,1
永康區,房地(土地+建物),14.72,十五層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,86.51,2,2,2,1,有,5000000,57797,,0.0,0,61.3,1.55,8.48,1
永康區,房地(土地+建物),84.91,全,二層,透天厝,住商用,加強磚造,110.04,4,1,2,1,無,8500000,77245,,0.0,0,110.04,0.0,0.0,0
永康區,房地(土地+建物),19.79,五層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,105.84,3,2,2,1,有,5350000,50548,,0.0,0,71.1,0.0,8.89,1
永康區,房地(土地+建物),8.44,二層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,62.35,2,1,1,1,有,2900000,46512,,0.0,0,36.57,2.59,5.81,1
永康區,房地(土地+建物)+車位,23.25,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,177.49,3,2,2,1,有,6800000,38310,坡道機械,0.0,0,138.69,0.0,13.81,1
永康區,房地(土地+建物)+車位,48.5,二層,四層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,86.03,3,2,1,1,無,3000000,34872,一樓平面,0.0,0,71.44,0.0,0.0,1
柳營區,土地,3062.0,,,其他,,,0.0,0,0,0,1,無,4500000,1470,,0.0,0,0.0,0.0,0.0,0
柳營區,房地(土地+建物),3230.0,全,一層,透天厝,農業用,水泥柱石棉瓦造鋼鐵造,1711.52,2,1,1,1,無,13500000,7888,,0.0,0,1711.52,0.0,0.0,0
安定區,土地,1276.0,,,其他,,,0.0,0,0,0,1,無,8153660,6390,,0.0,0,0.0,0.0,0.0,0
安定區,土地,1746.5,,,其他,,,0.0,0,0,0,1,無,10600750,6070,,0.0,0,0.0,0.0,0.0,0
安平區,房地(土地+建物),17.64,二十一層,二十三層,住宅大樓(11層含以上有電梯),商業用,鋼骨鋼筋混凝土造,317.64,4,2,0,1,有,11550000,36362,,0.0,0,185.2,7.06,33.6,1
永康區,房地(土地+建物),74.28,全,二層,透天厝,住家用,鋼筋混凝土造,120.5,4,2,2,1,無,9680000,80332,,0.0,0,83.41,37.09,0.0,0
永康區,房地(土地+建物),126.0,全,四層,透天厝,住家用,鋼筋混凝土構造,273.67,5,2,6,1,無,28000000,102313,,0.0,0,241.0,2.01,30.66,1
永康區,房地(土地+建物),3.98,七層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,27.0,1,0,1,1,有,1550000,57407,,0.0,0,16.0,0.0,1.63,1
永康區,房地(土地+建物),10.73,九層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,78.57,3,2,2,1,有,6300000,80183,,0.0,0,40.72,7.33,9.16,1
永康區,土地,197.0,,,其他,,,0.0,0,0,0,1,無,10714500,54388,,0.0,0,0.0,0.0,0.0,0
永康區,建物,0.0,全,二層,透天厝,住家用,加強磚造,189.07,5,2,3,1,無,285500,1510,,0.0,0,174.87,0.0,14.2,0
永康區,房地(土地+建物)+車位,13.12,十一層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,102.79,4,2,2,1,有,5000000,48643,坡道平面,0.0,0,51.97,0.59,8.02,1
永康區,房地(土地+建物)+車位,16.67,十三層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,108.48,2,2,1,1,有,9780000,90155,坡道平面,19.22,0,49.15,4.56,4.48,1
永康區,房地(土地+建物),16.41,十層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,101.33,4,2,3,1,有,6500000,64147,,0.0,0,64.38,5.34,3.94,1
永康區,房地(土地+建物),16.16,十二層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,150.45,4,2,2,1,有,9300000,61815,,0.0,0,112.09,0.57,14.52,1
永康區,房地(土地+建物),20.69,五層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,105.79,3,2,2,1,有,6380000,60308,,0.0,0,77.87,0.0,10.66,1
玉井區,房地(土地+建物),124.95,全,四層,透天厝,住家用,ＲＣ造,208.21,5,3,4,1,無,5200000,24975,,0.0,0,197.26,0.0,10.95,0
歸仁區,土地,118.15,,,其他,,,0.0,0,0,0,1,無,4646200,39325,,0.0,0,0.0,0.0,0.0,0
仁德區,房地(土地+建物),387.2,全,一層,透天厝,工業用,鋼造,201.92,2,1,1,1,無,17700000,87658,,0.0,0,201.92,0.0,0.0,0
仁德區,房地(土地+建物)+車位,12.52,二層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,132.13,3,2,2,1,有,8500000,64331,坡道平面,16.88,0,68.92,0.0,7.48,1
仁德區,房地(土地+建物)+車位,10.12,七層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,105.13,2,1,1,1,有,7300000,69438,坡道平面,17.45,0,47.58,4.49,5.77,1
仁德區,房地(土地+建物)+車位,26.06,六層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,131.32,3,2,2,1,有,8900000,67773,坡道平面,31.99,0,61.34,0.0,5.61,1
仁德區,房地(土地+建物)+車位,27.44,四層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土構造,87.28,2,2,1,1,有,6680000,76535,一樓平面,16.54,0,49.02,0.0,5.29,1
仁德區,房地(土地+建物)+車位,12.9,十一層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,137.48,3,2,2,1,有,9500000,70816,坡道平面,17.45,1000000,67.5,3.92,8.08,1
善化區,房地(土地+建物),74.85,全,四層,透天厝,住商用,鋼筋混凝土造,201.13,5,2,5,1,無,18800000,93472,,0.0,0,170.77,3.63,26.73,0
善化區,土地,274.46,,,其他,,,0.0,0,0,0,1,無,5200000,18946,,0.0,0,0.0,0.0,0.0,0
善化區,土地,6030.48,,,其他,,,0.0,0,0,0,1,無,24000000,3980,,0.0,0,0.0,0.0,0.0,0
善化區,土地,277.8,,,其他,,,0.0,0,0,0,1,無,2113060,7606,,0.0,0,0.0,0.0,0.0,0
新市區,房地(土地+建物),82.75,全,四層,透天厝,住家用,鋼筋混凝土造,204.84,7,0,6,1,有,17500000,85433,,0.0,0,186.19,0.0,18.65,0
佳里區,土地,3229.0,,,其他,,,0.0,0,0,0,1,無,3730000,1155,,0.0,0,0.0,0.0,0.0,0
將軍區,土地,2195.0,,,其他,,,0.0,0,0,0,1,無,2850000,1298,,0.0,0,0.0,0.0,0.0,0
佳里區,房地(土地+建物),508.09,全,三層,透天厝,辦公用,鋼骨造,353.34,5,1,2,1,無,31325641,88656,,0.0,0,353.34,0.0,0.0,0
將軍區,房地(土地+建物),94.24,全,四層,透天厝,住家用,鋼筋混凝土造,186.46,5,1,4,1,無,6750000,36201,,0.0,0,164.59,0.0,21.87,0
佳里區,土地,110.32,,,其他,,,0.0,0,0,0,1,無,7035513,63774,,0.0,0,0.0,0.0,0.0,0
官田區,土地,5761.73,,,其他,,,0.0,0,0,0,1,無,13250000,2300,,0.0,0,0.0,0.0,0.0,0
官田區,土地,25.32,,,其他,,,0.0,0,0,0,1,無,459600,18152,,0.0,0,0.0,0.0,0.0,0
官田區,土地,2148.38,,,其他,,,0.0,0,0,0,1,無,3880000,1806,,0.0,0,0.0,0.0,0.0,0
白河區,土地,1509.0,,,其他,,,0.0,0,0,0,1,無,2000000,1325,,0.0,0,0.0,0.0,0.0,0
南區,房地(土地+建物),21.03,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,109.65,3,2,2,1,有,4200000,38304,,0.0,0,73.78,0.0,14.1,1
南區,土地,1415.49,,,其他,,,0.0,0,0,0,1,無,19900000,14059,,0.0,0,0.0,0.0,0.0,0
南區,土地,387.0,,,其他,,,0.0,0,0,0,1,無,35000000,90439,,0.0,0,0.0,0.0,0.0,0
東區,房地(土地+建物),93.3,全,五層,透天厝,住家用,鋼筋混凝土造,273.6,4,2,4,1,無,18250000,66703,,0.0,0,261.34,2.37,9.89,0
東區,房地(土地+建物),20.62,六層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,95.82,3,2,2,1,有,4650000,48528,,0.0,0,64.05,0.0,7.51,1
東區,房地(土地+建物)+車位,10.19,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,116.23,2,2,1,1,有,8450000,72701,坡道平面,0.0,0,60.61,0.95,2.71,1
東區,房地(土地+建物),16.32,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,56.59,5,2,2,1,無,2370000,41880,,0.0,0,43.38,0.0,3.13,0
東區,房地(土地+建物),6.86,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,23.62,1,0,1,1,有,800000,33870,,0.0,0,16.24,0.0,0.0,0
東區,土地,11.9,,,其他,,,0.0,0,0,0,1,無,700000,58824,,0.0,0,0.0,0.0,0.0,0
南區,房地(土地+建物),76.0,全,二層,透天厝,住商用,加強磚造,98.77,3,2,2,1,無,6100000,61760,,0.0,0,98.77,0.0,0.0,0
南區,土地,64.47,,,其他,,,0.0,0,0,0,1,無,177710,2756,,0.0,0,0.0,0.0,0.0,0
安南區,土地,43.98,,,其他,,,0.0,0,0,0,1,無,717672,16318,,0.0,0,0.0,0.0,0.0,0
安南區,土地,6.05,,,其他,,,0.0,0,0,0,1,無,113740,18800,,0.0,0,0.0,0.0,0.0,0
安南區,土地,904.57,,,其他,,,0.0,0,0,0,1,無,14000000,15477,,0.0,0,0.0,0.0,0.0,0
安南區,房地(土地+建物),90.1,全,二層,透天厝,住家用,加強磚造,105.08,4,1,2,1,無,6200000,59003,,0.0,0,96.1,0.0,8.98,0
安南區,土地,1105.25,,,其他,,,0.0,0,0,0,1,無,21925950,19838,,0.0,0,0.0,0.0,0.0,0
安南區,房地(土地+建物),83.97,全,二層,透天厝,住商用,加強磚造,106.86,3,2,2,1,無,8500000,79543,,0.0,0,100.31,0.0,6.55,0
安南區,房地(土地+建物)+車位,33.85,二層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,145.78,3,1,2,1,有,8660000,67351,一樓平面,35.76,1250000,71.76,0.0,5.08,1
安南區,土地,8245.17,,,其他,,,0.0,0,0,0,1,無,18778000,2277,,0.0,0,0.0,0.0,0.0,0
安平區,房地(土地+建物)+車位,21.49,五層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,137.81,4,2,2,1,有,3750000,27211,坡道平面,0.0,0,85.22,0.0,8.17,1
