鄉鎮市區,交易標的,土地移轉總面積平方公尺,移轉層次,總樓層數,建物型態,主要用途,主要建材,建物移轉總面積平方公尺,建物現況格局.房,建物現況格局.廳,建物現況格局.衛,建物現況格局.隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積.平方公尺.,車位總價元,主建物面積,附屬建物面積,陽台面積,電梯
山上區,土地,31.23,,,其他,,,0.0,0,0,0,1,無,519200,16625,,0.0,0,0.0,0.0,0.0,0
新市區,房地(土地+建物),106.73,全,四層,透天厝,住家用,鋼筋混凝土造,255.34,9,0,9,1,無,17800000,69711,,0.0,0,242.06,0.0,13.28,0
善化區,房地(土地+建物),100.0,全,二層,透天厝,住家用,加強磚造,107.46,4,1,2,1,無,3180000,29592,,0.0,0,107.46,0.0,0.0,0
仁德區,房地(土地+建物)+車位,10.12,十八層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,105.48,2,1,1,1,有,7300000,69207,坡道平面,17.45,0,50.06,3.57,4.56,1
歸仁區,土地,1378.0,,,其他,,,0.0,0,0,0,1,無,33780000,24514,,0.0,0,0.0,0.0,0.0,0
歸仁區,房地(土地+建物)+車位,13.93,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,141.79,3,2,2,1,有,4650000,32795,坡道平面,15.4,0,80.35,3.33,8.51,1
仁德區,房地(土地+建物)+車位,6.45,五層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,68.74,3,2,2,1,有,3800000,55281,坡道平面,17.45,0,33.75,1.96,4.04,1
仁德區,土地,31.79,,,其他,,,0.0,0,0,0,1,無,387800,12199,,0.0,0,0.0,0.0,0.0,0
佳里區,房地(土地+建物),106.48,全,四層,透天厝,住商用,鋼筋混凝土造,270.94,5,2,3,1,無,10000000,36909,,0.0,0,253.48,0.0,17.46,0
永康區,房地(土地+建物),11.32,八層，九層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,114.22,3,1,2,1,有,3900000,34145,,0.0,0,71.64,0.0,22.11,1
玉井區,房地(土地+建物),174.55,全,三層,透天厝,住家用,鋼筋混凝土構造,284.97,6,2,3,1,無,10980000,38530,,0.0,0,258.85,0.0,26.12,0
永康區,房地(土地+建物),66.29,全,四層,透天厝,住商用,鋼筋混凝土構造,203.72,6,1,7,1,無,15700000,77067,,0.0,0,167.19,6.41,30.12,0
永康區,房地(土地+建物),17.62,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,73.52,2,1,1,1,無,2030000,27612,,0.0,0,59.92,0.0,2.86,0
永康區,房地(土地+建物)+車位,18.51,十二層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,148.03,3,2,2,1,有,8100000,54719,坡道平面,0.0,1000000,113.11,1.0,12.03,1
永康區,房地(土地+建物),96.49,全,五層,透天厝,住家用,鋼筋混凝土造,227.3,4,2,3,1,無,9200000,40475,,0.0,0,196.32,0.0,30.98,0
永康區,房地(土地+建物),14.7,十二層,十八層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,140.98,0,0,0,0,有,5300000,37594,,0.0,0,98.72,0.0,17.37,1
永康區,房地(土地+建物),8.21,五層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,49.89,2,2,2,1,有,3600000,72159,,0.0,0,32.22,2.67,1.43,1
永康區,房地(土地+建物),87.55,全,三層,透天厝,住商用,鋼筋混凝土造,162.61,5,3,2,1,無,9400000,57807,,0.0,0,144.18,4.22,14.21,0
永康區,土地,2294.0,,,其他,,,0.0,0,0,0,1,無,34065900,14850,,0.0,0,0.0,0.0,0.0,0
永康區,房地(土地+建物)+車位,53.28,十層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,195.34,4,2,2,1,有,10000000,51193,坡道平面,0.0,0,114.65,0.0,10.35,1
永康區,房地(土地+建物)+車位,17.89,七層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,131.72,3,2,2,1,有,5000000,37959,升降平面,0.0,0,65.36,0.0,7.3,1
永康區,房地(土地+建物),63.66,全,三層,透天厝,住家用,鋼筋混凝土造,173.29,6,2,2,1,無,11000000,63477,,0.0,0,159.21,0.0,14.08,0
永康區,房地(土地+建物)+車位,28.91,六層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,173.42,3,2,2,1,有,6800000,39211,坡道平面,0.0,0,92.29,12.82,16.62,1
永康區,房地(土地+建物),63.64,全,五層,透天厝,住家用,鋼筋混凝土造,169.0,4,2,3,1,無,7650000,45266,,0.0,0,153.89,3.33,11.78,0
永康區,房地(土地+建物),17.27,四層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土構造,84.5,2,2,1,1,有,5580000,66036,,0.0,0,54.05,0.0,8.17,1
永康區,房地(土地+建物)+車位,20.24,三層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,99.08,2,2,1,1,有,4200000,42390,坡道平面,0.0,0,84.61,0.0,0.0,1
新市區,土地,188.56,,,其他,,,0.0,0,0,0,1,無,5603626,29718,,0.0,0,0.0,0.0,0.0,0
歸仁區,房地(土地+建物),92.78,全,二層,透天厝,住家用,加強磚造,107.94,5,2,3,1,無,2258840,20927,,0.0,0,105.84,0.0,2.1,0
仁德區,房地(土地+建物),385.72,全,一層,透天厝,工業用,鋼骨造,154.43,0,0,0,0,無,15800000,102312,,0.0,0,154.43,0.0,0.0,0
仁德區,房地(土地+建物)+車位,13.03,十層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,138.83,3,2,2,1,有,9300000,66988,坡道平面,17.45,0,68.54,3.68,8.07,1
仁德區,房地(土地+建物),22.4,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,113.57,3,2,2,1,有,4900000,43145,,0.0,0,79.24,0.0,7.19,1
新市區,房地(土地+建物),24.52,五層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,123.23,4,4,4,1,有,9200000,74657,,0.0,0,69.78,0.0,8.76,1
學甲區,土地,2975.0,,,其他,,,0.0,0,0,0,1,無,3800000,1277,,0.0,0,0.0,0.0,0.0,0
學甲區,土地,102.0,,,其他,,,0.0,0,0,0,1,無,2200000,21569,,0.0,0,0.0,0.0,0.0,0
佳里區,房地(土地+建物),93.0,一層，二層，三層，屋頂突出物，騎樓,三層,店面(店鋪),住家用,鋼筋混凝土造,206.47,5,2,4,1,無,13500000,65385,,0.0,0,197.44,0.0,9.03,0
將軍區,土地,186.36,,,其他,,,0.0,0,0,0,1,無,1500000,8049,,0.0,0,0.0,0.0,0.0,0
將軍區,土地,1825.22,,,其他,,,0.0,0,0,0,1,無,8280000,4536,,0.0,0,0.0,0.0,0.0,0
白河區,土地,5093.0,,,其他,,,0.0,0,0,0,1,無,4200000,825,,0.0,0,0.0,0.0,0.0,0
新營區,房地(土地+建物),88.34,全,二層,透天厝,住家用,加強磚造,105.36,3,2,2,1,無,4800000,45558,,0.0,0,100.08,0.0,5.28,0
東區,房地(土地+建物),35.24,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,100.19,4,0,4,1,無,3800000,37928,,0.0,0,84.35,0.0,5.36,0
東區,房地(土地+建物),25.14,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,94.36,3,2,2,1,無,5100000,54048,,0.0,0,69.82,0.0,11.88,0
東區,房地(土地+建物),87.0,全,三層,透天厝,住商用,鋼筋混凝土造,184.63,4,2,3,1,無,11400000,61745,,0.0,0,172.84,0.0,11.79,0
安南區,房地(土地+建物),75.92,全,三層,透天厝,住家用,鋼筋混凝土造,154.85,4,2,3,1,無,11000000,71036,,0.0,0,142.85,0.0,12.0,0
安南區,房地(土地+建物),85.4,全,三層,透天厝,住家用,鋼筋混凝土造,191.03,4,3,5,1,無,16000000,83756,,0.0,0,179.34,0.0,11.69,1
東區,房地(土地+建物),98.62,全,四層,透天厝,住家用,鋼筋混凝土構造,271.18,5,2,4,1,無,26680000,98385,,0.0,0,251.98,0.0,19.2,1
安南區,房地(土地+建物),84.53,全,三層,透天厝,住家用,鋼筋混凝土造,175.27,5,2,4,1,無,13600000,77595,,0.0,0,162.4,0.0,12.87,0
北區,建物,0.0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,90.55,3,2,1,1,無,2120000,23412,,0.0,0,58.8,0.0,6.93,0
中西區,房地(土地+建物),60.84,三層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,479.83,5,2,4,1,無,20300000,42307,,0.0,0,253.85,21.68,17.79,1
中西區,房地(土地+建物)+車位,8.92,十九層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,102.75,2,2,2,1,有,6500000,75245,坡道機械,29.39,980000,43.57,2.52,3.07,1
安平區,房地(土地+建物)+車位,54.92,二層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,364.69,3,2,4,1,有,23620000,64767,坡道平面,60.96,0,198.63,0.0,21.36,1
安平區,房地(土地+建物)+車位,8.7,三層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,98.18,2,2,1,1,有,7250000,74129,坡道機械,11.17,800000,47.86,0.0,9.66,1
安平區,房地(土地+建物)+車位,15.66,七層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,118.96,2,1,2,1,有,8200000,86810,坡道平面,36.02,1000000,52.49,0.0,4.76,1
北區,房地(土地+建物),118.78,全,五層,透天厝,住家用,鋼筋混凝土造,386.09,4,3,4,1,無,17900000,46362,,0.0,0,313.03,21.18,11.04,1
北區,土地,66.57,,,其他,,,0.0,0,0,0,1,無,3623000,54424,,0.0,0,0.0,0.0,0.0,0
北區,房地(土地+建物)+車位,15.21,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,128.43,3,2,2,1,有,6800000,52947,坡道機械,10.36,0,88.32,0.0,4.46,1
北區,房地(土地+建物),81.4,全,四層,透天厝,住家用,鋼筋混凝土構造,231.8,5,2,5,1,無,23300000,100518,,0.0,0,212.18,0.0,19.62,0
北區,房地(土地+建物),85.2,全,四層,透天厝,住家用,鋼筋混凝土構造,236.42,5,2,5,1,無,20500000,86710,,0.0,0,216.8,0.0,19.62,0
安平區,房地(土地+建物)+車位,33.91,四層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,390.55,3,2,3,1,有,28710000,76466,坡道平面,43.86,2200000,190.68,0.0,45.8,1
安平區,房地(土地+建物)+車位,41.5,五層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,431.45,3,2,4,1,有,38100000,91695,坡道平面,43.86,2560000,257.5,0.0,36.84,1
中西區,房地(土地+建物),92.0,全,四層,透天厝,住家用,鋼筋混凝土造,201.46,4,1,3,1,有,15000000,74456,,0.0,0,201.46,0.0,0.0,0
安平區,房地(土地+建物)+車位,29.54,二層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,140.52,3,2,2,1,有,3400000,24196,坡道平面,0.0,0,95.88,0.0,10.76,1
安平區,房地(土地+建物),18.39,一層，二層，騎樓,七層,華廈(10層含以下有電梯),住商用,鋼筋混凝土造,117.58,1,2,2,1,有,8200000,69740,,0.0,0,94.92,0.0,2.85,1
北區,房地(土地+建物)+車位,11.49,五層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,159.93,3,2,2,1,有,8480000,53023,坡道平面,32.55,0,74.27,2.88,12.25,1
北區,房地(土地+建物)+車位,17.0,二十三層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,195.46,4,4,2,1,有,11800000,60370,坡道平面,39.31,0,111.84,0.0,13.65,1
安南區,土地,154.35,,,其他,,,0.0,0,0,0,1,無,945000,6122,,0.0,0,0.0,0.0,0.0,0
安南區,土地,4359.18,,,其他,,,0.0,0,0,0,1,無,13690000,3140,,0.0,0,0.0,0.0,0.0,0
東區,房地(土地+建物),18.11,一層，騎樓,七層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,94.55,0,1,1,1,有,8800000,93072,,0.0,0,54.6,0.0,0.0,0
東區,房地(土地+建物),6.05,四層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,23.96,0,0,0,0,無,1500000,62604,,0.0,0,14.01,0.0,3.38,1
東區,房地(土地+建物),2.77,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,31.76,1,0,1,1,有,1850000,58249,,0.0,0,17.11,0.0,3.03,1
東山區,房地(土地+建物),349.53,全,三層,透天厝,住家用,Ｒ．Ｃ造,317.99,6,3,4,1,無,13600000,42769,,0.0,0,306.17,0.0,11.82,0
麻豆區,土地,4900.0,,,其他,,,0.0,0,0,0,1,無,14500000,2959,,0.0,0,0.0,0.0,0.0,0
七股區,土地,1836.0,,,其他,,,0.0,0,0,0,1,無,2500000,1362,,0.0,0,0.0,0.0,0.0,0
佳里區,房地(土地+建物),126.34,全,三層,透天厝,住家用,鋼筋混凝土造,214.5,4,2,4,1,無,6000000,27972,,0.0,0,201.53,6.99,5.98,0
佳里區,房地(土地+建物),120.55,全,四層,透天厝,住商用,鋼筋混凝土造,242.29,5,2,5,1,無,16300000,67275,,0.0,0,210.02,0.0,32.27,0
學甲區,土地,8.96,,,其他,,,0.0,0,0,0,1,無,142650,15921,,0.0,0,0.0,0.0,0.0,0
學甲區,土地,8.96,,,其他,,,0.0,0,0,0,1,無,142650,15921,,0.0,0,0.0,0.0,0.0,0
七股區,房地(土地+建物),110.0,全,三層,透天厝,住家用,鋼筋混凝土造,157.29,4,2,3,1,無,7820000,49717,,0.0,0,145.61,0.0,11.68,0
新市區,房地(土地+建物),100.0,全,四層,透天厝,住商用,鋼筋混凝土造,210.06,5,2,5,1,無,13350000,63553,,0.0,0,184.77,0.0,25.29,0
安定區,房地(土地+建物),94.88,全,四層,透天厝,住家用,鋼筋混凝土造,193.69,4,2,4,1,無,12500000,64536,,0.0,0,171.99,1.28,20.42,0
善化區,房地(土地+建物),94.0,全,二層,透天厝,住家用,加強磚造,167.4,0,0,0,0,無,3800000,22700,,0.0,0,167.4,0.0,0.0,0
安定區,土地,1000.0,,,其他,,,0.0,0,0,0,1,無,24200000,24200,,0.0,0,0.0,0.0,0.0,0
新市區,土地,509.0,,,其他,,,0.0,0,0,0,1,無,30800000,60511,,0.0,0,0.0,0.0,0.0,0
歸仁區,土地,365.79,,,其他,,,0.0,0,0,0,1,無,1710000,4675,,0.0,0,0.0,0.0,0.0,0
歸仁區,土地,3984.0,,,其他,,,0.0,0,0,0,1,無,29000000,7279,,0.0,0,0.0,0.0,0.0,0
七股區,土地,3955.0,,,其他,,,0.0,0,0,0,1,無,6525000,1650,,0.0,0,0.0,0.0,0.0,0
七股區,土地,2799.0,,,其他,,,0.0,0,0,0,1,無,5038000,1800,,0.0,0,0.0,0.0,0.0,0
永康區,房地(土地+建物),88.0,全,四層,透天厝,住商用,鋼筋混凝土造,198.95,5,2,3,1,無,19000000,95501,,0.0,0,189.75,0.0,9.2,0
永康區,房地(土地+建物)+車位,11.74,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,141.15,3,2,2,1,有,6950000,49238,坡道平面,33.01,0,76.59,0.0,8.81,1
永康區,土地,65.95,,,其他,,,0.0,0,0,0,1,無,3980083,60350,,0.0,0,0.0,0.0,0.0,0
新營區,房地(土地+建物)+車位,19.25,二層,七層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,114.78,2,1,2,1,無,3900000,33978,一樓平面,0.0,0,64.96,0.0,9.91,0
永康區,房地(土地+建物),104.0,全,四層,透天厝,住家用,鋼筋混凝土造,203.12,5,2,5,1,無,13660000,67251,,0.0,0,182.1,0.0,21.02,0
永康區,房地(土地+建物),71.0,全,四層,透天厝,住商用,鋼筋混凝土造,196.42,5,3,4,1,無,14500000,73821,,0.0,0,171.28,14.92,10.22,0
永康區,房地(土地+建物)+車位,12.31,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,106.84,2,1,1,1,有,6980000,65331,坡道平面,34.57,0,44.74,0.0,4.64,1
永康區,房地(土地+建物)+車位,17.58,七層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,112.71,3,2,2,1,有,5500000,48798,坡道機械,0.0,0,68.5,0.0,8.17,1
永康區,土地,107.8,,,其他,,,0.0,0,0,0,1,無,8000000,74212,,0.0,0,0.0,0.0,0.0,0
玉井區,土地,979.08,,,其他,,,0.0,0,0,0,1,無,2200000,2247,,0.0,0,0.0,0.0,0.0,0
永康區,房地(土地+建物),5.83,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,26.49,1,1,1,1,無,1320000,49830,,0.0,0,16.85,0.0,0.0,1
永康區,土地,443.85,,,其他,,,0.0,0,0,0,1,無,49676200,111921,,0.0,0,0.0,0.0,0.0,0
七股區,土地,1429.0,,,其他,,,0.0,0,0,0,1,無,1571900,1100,,0.0,0,0.0,0.0,0.0,0
歸仁區,土地,2495.0,,,其他,,,0.0,0,0,0,1,無,18500000,7415,,0.0,0,0.0,0.0,0.0,0
仁德區,房地(土地+建物),114.53,全,二層,透天厝,住家用,鋼筋混凝土造,137.96,2,1,2,1,無,8500000,61612,,0.0,0,110.48,24.77,2.71,0
仁德區,房地(土地+建物)+車位,46.86,二層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土構造,129.02,3,2,2,1,有,7300000,53581,一樓平面,14.24,1150000,75.79,0.0,8.97,1
仁德區,房地(土地+建物),4.33,一層,五層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,13.89,0,1,2,1,有,700000,50396,,0.0,0,1.24,0.0,0.0,1
西港區,土地,220.25,,,其他,,,0.0,0,0,0,1,無,3529800,16026,,0.0,0,0.0,0.0,0.0,0
學甲區,房地(土地+建物),78.0,全,三層,透天厝,住家用,鋼筋混凝土造,166.22,4,1,3,1,無,7080000,42594,,0.0,0,149.17,0.0,17.05,0
學甲區,房地(土地+建物),78.0,全,三層,透天厝,住家用,鋼筋混凝土造,172.22,4,1,3,1,無,7000000,40646,,0.0,0,156.57,0.0,15.65,0
學甲區,土地,68.95,,,其他,,,0.0,0,0,0,1,無,924900,13414,,0.0,0,0.0,0.0,0.0,0
七股區,房地(土地+建物),91.0,全,三層,透天厝,住家用,鋼筋混凝土造,189.94,4,3,3,1,無,5200000,27377,,0.0,0,164.68,12.52,12.74,0
將軍區,房地(土地+建物),95.24,全,四層,透天厝,住家用,鋼筋混凝土造,186.46,5,2,4,1,無,6660000,35718,,0.0,0,164.59,0.0,21.87,0
後壁區,土地,2612.0,,,其他,,,0.0,0,0,0,1,無,6920000,2649,,0.0,0,0.0,0.0,0.0,0
新營區,房地(土地+建物),89.88,全,四層,透天厝,住家用,鋼筋混凝土造,189.12,4,2,5,1,無,10800000,57107,,0.0,0,170.27,0.0,18.85,0
新營區,房地(土地+建物),89.88,全,四層,透天厝,住家用,鋼筋混凝土造,189.12,4,2,5,1,無,10700000,56578,,0.0,0,170.27,0.0,18.85,0
南區,土地,12.9,,,其他,,,0.0,0,0,0,1,無,620000,48062,,0.0,0,0.0,0.0,0.0,0
東區,房地(土地+建物),14.3,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,72.61,2,2,1,1,有,5400000,74370,,0.0,0,53.16,0.0,4.08,1
南區,房地(土地+建物),34.1,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,93.25,3,2,2,1,無,5550000,59517,,0.0,0,76.54,0.0,10.48,0
東區,房地(土地+建物),106.58,全,五層,透天厝,住家用,鋼筋混凝土構造,290.42,4,2,4,1,無,31900000,109841,,0.0,0,275.26,0.0,15.16,1
安南區,房地(土地+建物)+車位,22.21,十層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,122.03,2,2,1,1,有,7200000,59002,坡道平面,28.1,0,58.19,1.4,6.32,1
安南區,土地,1.76,,,其他,,,0.0,0,0,0,1,無,58117,33021,,0.0,0,0.0,0.0,0.0,0
安南區,土地,0.35,,,其他,,,0.0,0,0,0,1,無,11623,0,,0.0,0,0.0,0.0,0.0,0
中西區,房地(土地+建物),9.52,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,73.8,2,2,1,1,有,4700000,63686,,0.0,0,52.66,0.0,5.21,1
北區,房地(土地+建物),65.0,全,二層,透天厝,住家用,加強磚造,74.5,4,2,2,1,無,7850000,105369,,0.0,0,74.5,0.0,0.0,0
北區,房地(土地+建物)+車位,79.4,全,四層,透天厝,住家用,ＲＣ造,216.21,3,2,4,1,無,11500000,53189,一樓平面,0.0,0,201.2,1.84,13.17,0
北區,房地(土地+建物)+車位,63.21,二層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,221.66,4,2,4,1,有,12050000,54363,坡道平面,0.0,0,133.58,5.19,16.48,1
中西區,房地(土地+建物)+車位,39.9,十六層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土構造,464.5,3,2,3,1,有,38200000,82239,坡道平面,54.68,0,228.93,9.29,29.08,1
安平區,房地(土地+建物)+車位,9.24,二十一層，二十二層，見使用執照,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,148.9,3,2,2,1,有,6200000,41639,坡道機械,0.0,0,84.18,0.0,11.07,1
安平區,房地(土地+建物),20.01,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,127.37,3,2,2,1,有,5400000,42396,,0.0,0,85.31,0.0,11.37,1
安南區,土地,5958.09,,,其他,,,0.0,0,0,0,1,無,9831000,1650,,0.0,0,0.0,0.0,0.0,0
安南區,土地,4.0,,,其他,,,0.0,0,0,0,1,無,32400,8100,,0.0,0,0.0,0.0,0.0,0
安南區,房地(土地+建物),96.77,全,四層,透天厝,住商用,鋼筋混凝土造,175.77,5,3,4,1,無,6617600,37649,,0.0,0,161.61,0.0,14.16,0
安南區,土地,362.95,,,其他,,,0.0,0,0,0,1,無,5500000,15154,,0.0,0,0.0,0.0,0.0,0
東區,房地(土地+建物),3.64,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,ＲＣ造,38.11,1,1,1,1,有,3150000,82655,,0.0,0,24.99,0.0,3.61,1
南區,房地(土地+建物),68.05,全,二層,透天厝,住家用,加強磚造,90.88,4,2,3,1,無,7300000,80326,,0.0,0,84.33,0.0,6.55,0
東區,房地(土地+建物),6.82,十層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,79.04,2,2,1,1,有,6500000,82237,,0.0,0,52.78,0.89,8.22,1
東區,車位,1.07,一層,十四層,其他,辦公室。,鋼筋混凝土造,28.11,0,0,0,1,有,1200000,,坡道平面,0.0,1200000,0.0,0.0,0.0,1
柳營區,土地,578.18,,,其他,,,0.0,0,0,0,1,無,3300000,5708,,0.0,0,0.0,0.0,0.0,0
北區,房地(土地+建物),79.0,全,二層,透天厝,住家用,加強磚造,101.48,6,2,3,1,無,3000000,29562,,0.0,0,101.48,0.0,0.0,0
北區,房地(土地+建物),55.12,全,三層,透天厝,住家用,鋼筋混凝土造,95.0,4,2,2,1,無,4650000,48947,,0.0,0,95.0,0.0,0.0,0
中西區,房地(土地+建物)+車位,12.54,十四層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,144.45,3,2,2,1,有,13180000,104728,坡道機械,29.39,1130000,66.69,3.87,6.46,1
中西區,房地(土地+建物)+車位,12.44,十二層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,143.25,3,2,2,1,有,12000000,95468,坡道機械,29.39,1130000,66.1,3.86,6.33,1
安平區,房地(土地+建物)+車位,11.1,十九層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,185.63,3,2,2,1,有,7200000,38787,坡道機械,22.48,0,107.46,0.0,16.72,1
北區,房地(土地+建物),5.39,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,61.58,2,0,2,1,有,2100000,34102,,0.0,0,46.08,0.0,0.0,1
安南區,土地,204.16,,,其他,,,0.0,0,0,0,1,無,3951166,19353,,0.0,0,0.0,0.0,0.0,0
安南區,土地,204.16,,,其他,,,0.0,0,0,0,1,無,3951166,19353,,0.0,0,0.0,0.0,0.0,0
安南區,土地,82.09,,,其他,,,0.0,0,0,0,1,無,2099448,25575,,0.0,0,0.0,0.0,0.0,0
安南區,土地,578.43,,,其他,,,0.0,0,0,0,1,無,8305426,14359,,0.0,0,0.0,0.0,0.0,0
安南區,土地,55.62,,,其他,,,0.0,0,0,0,1,無,1661085,29865,,0.0,0,0.0,0.0,0.0,0
安南區,土地,55.62,,,其他,,,0.0,0,0,0,1,無,1661085,29865,,0.0,0,0.0,0.0,0.0,0
安南區,土地,222.47,,,其他,,,0.0,0,0,0,1,無,6644341,29866,,0.0,0,0.0,0.0,0.0,0
安南區,土地,82.09,,,其他,,,0.0,0,0,0,1,無,2099448,25575,,0.0,0,0.0,0.0,0.0,0
安南區,土地,55.62,,,其他,,,0.0,0,0,0,1,無,1661085,29865,,0.0,0,0.0,0.0,0.0,0
安南區,土地,222.47,,,其他,,,0.0,0,0,0,1,無,6644341,29866,,0.0,0,0.0,0.0,0.0,0
安南區,土地,839.16,,,其他,,,0.0,0,0,0,1,無,15614396,18607,,0.0,0,0.0,0.0,0.0,0
安南區,土地,267.45,,,其他,,,0.0,0,0,0,1,無,8103887,30301,,0.0,0,0.0,0.0,0.0,0
安南區,土地,267.45,,,其他,,,0.0,0,0,0,1,無,8103887,30301,,0.0,0,0.0,0.0,0.0,0
安南區,土地,82.09,,,其他,,,0.0,0,0,0,1,無,2099448,25575,,0.0,0,0.0,0.0,0.0,0
安南區,土地,1548.99,,,其他,,,0.0,0,0,0,1,無,153000000,98774,,0.0,0,0.0,0.0,0.0,0
白河區,土地,2354.42,,,其他,,,0.0,0,0,0,1,無,3060700,1300,,0.0,0,0.0,0.0,0.0,0
麻豆區,土地,2320.0,,,其他,,,0.0,0,0,0,1,無,6050000,2608,,0.0,0,0.0,0.0,0.0,0
官田區,房地(土地+建物),95.95,全,四層,透天厝,住家用,鋼筋混凝土構造,208.05,4,2,5,1,無,7580000,36434,,0.0,0,188.29,0.0,19.76,0
西港區,土地,1791.0,,,其他,,,0.0,0,0,0,1,無,4400000,2457,,0.0,0,0.0,0.0,0.0,0
佳里區,土地,143.68,,,其他,,,0.0,0,0,0,1,無,217316,1513,,0.0,0,0.0,0.0,0.0,0
新市區,房地(土地+建物),95.75,全,四層,透天厝,住家用,鋼筋混凝土造,213.7,7,0,7,1,無,10200000,47730,,0.0,0,190.73,2.68,20.29,0
善化區,房地(土地+建物)+車位,27.6,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,98.71,2,2,2,1,有,5500000,55719,一樓平面,20.09,0,52.04,0.0,5.45,1
新化區,土地,3558.0,,,其他,,,0.0,0,0,0,1,無,18000000,5059,,0.0,0,0.0,0.0,0.0,0
安定區,房地(土地+建物),18.44,九層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,83.72,2,2,2,1,有,4500000,53751,,0.0,0,52.87,0.0,5.84,1
仁德區,土地,827.07,,,其他,,,0.0,0,0,0,1,無,1950000,2358,,0.0,0,0.0,0.0,0.0,0
關廟區,房地(土地+建物),81.07,全,四層,透天厝,住家用,鋼筋混凝土造,161.48,4,2,3,1,無,5600000,34679,,0.0,0,150.53,0.0,10.95,0
仁德區,房地(土地+建物),79.98,全,二層,透天厝,住家用,加強磚造,122.18,4,1,2,1,無,6900000,56474,,0.0,0,97.5,20.2,4.48,0
