土地移轉總面積平方公尺,建物移轉總面積平方公尺,建物現況格局_房,建物現況格局_廳,建物現況格局_衛,建物現況格局_隔間,總價元,單價元平方公尺,車位移轉總面積_平方公尺,車位總價元,主建物面積,附屬建物面積,陽台面積,電梯,ifor,交易標的,建物型態,主要用途,有無管理組織,車位類別,city,x1
26.25,60.57,1.0,1.0,1.0,1.0,1.8e7,297177.0,0.0,0.0,60.57,0.0,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,中山區
26.62,88.87,3.0,2.0,2.0,1.0,1.68e7,189040.0,0.0,0.0,82.27,0.0,6.6,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,內湖區
31.33,71.35,2.0,2.0,1.0,1.0,1.828e7,256202.0,0.0,0.0,71.35,0.0,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,中山區
4.17,69.6,1.0,1.0,1.0,1.0,1.5e7,215517.0,0.0,0.0,35.89,2.89,0.0,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,中山區
52.03,252.06,4.0,2.0,2.0,1.0,5.2e7,229939.0,38.96,3.0e6,126.2,11.39,12.71,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道平面,tp,內湖區
2.62,32.01,1.0,1.0,1.0,1.0,5.43e6,169634.0,0.0,0.0,20.65,0.0,2.69,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,有,,tp,中山區
9.99,76.59,0.0,0.0,0.0,0.0,1.09e7,142316.0,0.0,0.0,61.06,0.0,0.0,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,有,,tp,中山區
12.6,127.68,3.0,2.0,2.0,1.0,2.9e7,227130.0,0.0,0.0,97.59,2.71,9.35,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,有,,tp,中山區
78.07,561.62,4.0,1.0,2.0,1.0,1.6e8,284890.0,0.0,0.0,248.93,11.69,28.82,1,outlier,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),商業用,有,坡道平面,tp,中山區
42.08,303.72,4.0,2.0,3.0,1.0,4.5e7,148163.0,51.02,0.0,156.76,4.87,15.98,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),商業用,有,坡道平面,tp,士林區
15.85,88.45,8.0,0.0,2.0,1.0,1.1e7,124364.0,0.0,0.0,58.8,0.0,17.34,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,士林區
41.18,166.73,3.0,2.0,2.0,1.0,4.3e7,257902.0,0.0,0.0,81.62,0.69,11.2,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道平面,tp,信義區
19.94,102.97,3.0,2.0,1.0,1.0,2.37e7,230164.0,0.0,0.0,74.7,1.56,7.07,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,大安區
14.08,252.2,0.0,0.0,0.0,0.0,9.32e7,456193.0,64.56,7.6e6,110.81,5.74,7.06,1,outlier,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),辦公用,有,坡道平面,tp,大安區
9.49,42.35,2.0,1.0,1.0,1.0,1.742e7,411334.0,0.0,0.0,21.38,1.72,3.82,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,大安區
6.33,0.0,0.0,0.0,0.0,1.0,490000.0,77409.0,0.0,0.0,0.0,0.0,0.0,0,normal,土地,其他,,無,,tp,大安區
9.55,0.0,0.0,0.0,0.0,1.0,800000.0,83770.0,0.0,0.0,0.0,0.0,0.0,0,normal,土地,其他,,無,,tp,大安區
25.46,168.37,3.0,2.0,2.0,1.0,3.75e7,279018.0,42.93,2.5e6,79.57,1.7,8.93,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道平面,tp,南港區
23.27,102.99,3.0,2.0,2.0,1.0,2.2e7,213613.0,0.0,0.0,83.12,0.87,8.8,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,信義區
30.78,437.67,3.0,2.0,3.0,1.0,2.138e8,488496.0,104.16,0.0,179.69,15.06,21.33,1,outlier,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道平面,tp,松山區
45.0,96.52,0.0,0.0,0.0,0.0,1.9e7,196850.0,0.0,0.0,96.52,0.0,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),,無,,tp,松山區
28.62,228.37,4.0,4.0,2.0,1.0,6.98e7,305644.0,0.0,0.0,178.16,0.0,18.65,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道平面,tp,松山區
36.36,103.2,3.0,2.0,2.0,1.0,1.49e7,144380.0,0.0,0.0,84.83,0.0,9.34,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,有,,tp,北投區
53.0,112.59,3.0,2.0,2.0,1.0,2.1e7,186517.0,0.0,0.0,98.0,0.0,14.59,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,北投區
23.47,73.24,3.0,1.0,1.0,1.0,8.5e6,116057.0,0.0,0.0,73.24,0.0,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,北投區
30.67,268.91,3.0,2.0,2.0,1.0,6.18e7,314585.0,101.07,9.0e6,93.13,8.39,12.44,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道平面,tp,士林區
4.01,43.06,1.0,1.0,1.0,1.0,7.8e6,181143.0,0.0,0.0,30.97,0.0,3.55,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,中山區
18.0,100.71,3.0,2.0,1.0,1.0,2.31e7,229371.0,0.0,2.5e6,45.43,1.21,9.36,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道平面,tp,中山區
27.16,116.71,3.0,1.0,2.0,1.0,1.68e7,143947.0,0.0,0.0,80.92,0.0,9.8,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,內湖區
27.16,116.71,3.0,1.0,2.0,1.0,1.68e7,143947.0,0.0,0.0,80.92,0.0,9.8,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,內湖區
27.16,116.71,3.0,1.0,2.0,1.0,1.225e7,104961.0,0.0,0.0,80.92,0.0,9.8,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,內湖區
27.16,113.47,3.0,1.0,1.0,1.0,1.19e7,104874.0,0.0,0.0,72.46,10.18,4.84,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,內湖區
26.34,114.86,3.0,1.0,2.0,1.0,1.19e7,103604.0,0.0,0.0,79.11,0.0,9.76,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,內湖區
5.64,20.8,1.0,1.0,1.0,1.0,5.5e6,264423.0,0.0,0.0,11.14,0.0,2.03,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,中山區
7.4,101.89,1.0,1.0,1.0,1.0,1.98e7,211880.0,17.88,2.0e6,44.37,3.89,3.79,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,塔式車位,tp,中山區
23.8,99.18,4.0,2.0,2.0,1.0,1.71e7,172414.0,0.0,0.0,88.74,0.0,10.44,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,中山區
23.63,106.69,4.0,2.0,2.0,1.0,2.7e7,253070.0,0.0,0.0,90.47,0.0,16.22,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,大安區
22.34,115.16,2.0,2.0,1.0,1.0,2.45e7,212747.0,20.94,0.0,54.2,4.81,3.72,1,normal,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,有,塔式車位,tp,大安區
47.12,130.55,3.0,2.0,2.0,1.0,3.8e7,291076.0,0.0,0.0,119.18,0.0,11.37,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,大安區
22.38,115.5,2.0,2.0,1.0,1.0,2.297e7,198892.0,20.94,0.0,54.03,4.81,4.1,1,normal,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,有,塔式車位,tp,大安區
14.47,89.44,2.0,2.0,1.0,1.0,1.15e7,133195.0,12.11,1.2e6,42.29,0.0,5.03,1,normal,房地(土地+建物)+車位,華廈(10層含以下有電梯),商業用,有,塔式車位,tp,北投區
5.21,0.0,0.0,0.0,0.0,1.0,1.896e6,363916.0,0.0,0.0,0.0,0.0,0.0,0,normal,土地,其他,,無,,tp,北投區
17.59,134.0,3.0,2.0,2.0,1.0,2.438e7,181940.0,0.0,0.0,100.75,2.34,10.74,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,士林區
20.59,109.92,1.0,0.0,1.0,1.0,2.128e7,193595.0,0.0,0.0,52.89,2.85,5.16,1,normal,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,無,塔式車位,tp,士林區
396.0,0.0,0.0,0.0,0.0,1.0,2.6955e7,68068.0,0.0,0.0,0.0,0.0,0.0,0,normal,土地,其他,,無,,tp,士林區
48.36,229.18,4.0,2.0,2.0,1.0,4.25e7,185444.0,0.0,0.0,117.27,4.82,13.54,1,normal,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,有,坡道機械,tp,士林區
32.3,145.08,0.0,0.0,0.0,0.0,5.7e7,392914.0,0.0,0.0,127.43,12.09,0.0,1,normal,房地(土地+建物),華廈(10層含以下有電梯),商業用,有,,tp,士林區
32.46,113.34,3.0,2.0,2.0,1.0,1.693e7,149374.0,0.0,0.0,97.22,0.0,9.48,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,士林區
39.0,129.21,3.0,2.0,2.0,1.0,1.8e7,139308.0,0.0,0.0,112.49,0.0,16.72,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,士林區
36.28,122.84,5.0,3.0,3.0,1.0,2.35e7,191306.0,0.0,0.0,109.53,13.31,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,北投區
24.56,126.83,3.0,2.0,2.0,1.0,1.95e7,153749.0,0.0,0.0,111.92,9.84,0.0,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,北投區
36.0,99.83,3.0,2.0,1.0,1.0,1.08e7,108184.0,0.0,0.0,99.83,0.0,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,北投區
9.06,39.77,1.0,1.0,1.0,1.0,9.08e6,228313.0,0.0,0.0,25.38,0.0,2.52,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,北投區
25.25,74.32,6.0,0.0,6.0,1.0,2.023e7,272201.0,0.0,0.0,74.32,0.0,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,信義區
5.88,31.71,1.0,1.0,1.0,1.0,9.26e6,292021.0,0.0,0.0,20.87,0.0,0.0,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,無,,tp,信義區
23.96,196.94,4.0,2.0,3.0,1.0,5.81e7,295014.0,0.0,0.0,169.81,0.0,10.9,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,信義區
15.51,240.67,5.0,2.0,2.0,1.0,4.7e7,195288.0,40.35,0.0,173.09,8.0,20.9,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),商業用,有,坡道平面,tp,信義區
5.88,84.84,1.0,1.0,1.0,1.0,1.98e7,233380.0,40.98,0.0,23.96,0.0,2.21,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),辦公用,有,坡道平面,tp,信義區
88.75,113.1,3.0,2.0,2.0,1.0,2.18e7,192750.0,0.0,0.0,104.51,0.0,8.59,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,松山區
19.56,107.39,1.0,1.0,2.0,1.0,2.48e7,230934.0,0.0,2.0e6,47.7,7.98,4.85,1,normal,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,有,升降機械,tp,信義區
5.4,43.29,1.0,1.0,1.0,1.0,7.1e6,164010.0,0.0,0.0,24.59,10.85,0.0,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,中山區
31.91,119.32,3.0,2.0,2.0,1.0,2.126e7,178176.0,0.0,0.0,86.13,14.72,8.25,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,內湖區
10.0,63.4,1.0,1.0,1.0,1.0,1.358e7,214196.0,0.0,0.0,32.03,1.03,4.8,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,內湖區
51.29,146.58,4.0,2.0,2.0,1.0,2.08e7,141902.0,0.0,0.0,119.49,1.52,12.38,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,內湖區
25.17,117.78,3.0,3.0,2.0,1.0,2.55e7,216505.0,0.0,0.0,82.52,13.38,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,內湖區
22.67,246.36,3.0,2.0,3.0,1.0,6.558e7,266196.0,35.93,0.0,134.93,8.07,10.47,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道平面,tp,內湖區
13.0,0.0,0.0,0.0,0.0,1.0,950000.0,73077.0,0.0,0.0,0.0,0.0,0.0,0,normal,土地,其他,,無,,tp,大同區
21.66,252.96,0.0,0.0,0.0,0.0,6.588e7,288030.0,35.17,3.15e6,127.76,3.75,23.69,1,outlier,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道平面,tp,中正區
2.23,22.99,1.0,1.0,1.0,1.0,3.35e6,145716.0,0.0,0.0,16.8,0.0,0.0,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,有,,tp,大同區
40.52,189.3,3.0,2.0,2.0,1.0,2.6e7,137348.0,0.0,0.0,103.07,0.0,9.77,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道平面,tp,萬華區
4.61,41.43,1.0,0.0,1.0,1.0,1.485e7,358436.0,0.0,0.0,20.04,0.0,6.7,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,中正區
33.41,166.9,3.0,2.0,2.0,1.0,2.8e7,167765.0,40.27,0.0,76.93,3.54,8.23,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道平面,tp,文山區
20.2,75.74,2.0,2.0,1.0,1.0,1.42e7,187483.0,0.0,0.0,75.74,0.0,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,文山區
26.69,113.37,2.0,2.0,1.0,1.0,1.98e7,174649.0,0.0,0.0,60.14,6.22,6.71,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,無,,tp,文山區
25.0,78.8,3.0,2.0,1.0,1.0,1.17e7,148477.0,0.0,0.0,67.87,0.0,10.93,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,文山區
24.12,92.4,3.0,2.0,2.0,1.0,8.95e6,96861.0,0.0,0.0,68.53,0.0,14.11,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,有,,tp,文山區
28.34,92.7,3.0,2.0,2.0,1.0,9.3e6,100324.0,0.0,0.0,69.29,0.0,14.92,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,有,,tp,文山區
28.18,127.14,3.0,2.0,2.0,1.0,1.95e7,153374.0,0.0,0.0,80.38,2.22,10.18,1,normal,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,有,坡道平面,tp,文山區
14.8,200.11,4.0,2.0,2.0,1.0,4.328e7,216281.0,0.0,0.0,108.98,8.11,7.77,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道平面,tp,文山區
16.44,34.8,1.0,1.0,1.0,1.0,5.8e6,166667.0,0.0,0.0,23.65,0.0,4.7,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,文山區
6.5,27.67,0.0,0.0,0.0,1.0,1.35e6,71992.5,27.67,1.35e6,0.0,0.0,0.0,1,normal,車位,其他,見使用執照,有,坡道平面,tp,文山區
3.53,52.13,1.0,1.0,1.0,1.0,1.125e7,215765.0,0.0,0.0,30.54,0.0,3.9,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,萬華區
47.75,184.56,3.0,2.0,2.0,1.0,3.3e7,178804.0,0.0,0.0,102.42,0.0,11.92,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道平面,tp,萬華區
24.18,195.22,4.0,1.0,1.0,1.0,2.08e7,106546.0,0.0,0.0,155.89,0.0,9.43,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,有,,tp,大同區
2.67,32.36,1.0,1.0,1.0,1.0,3.69e6,114030.0,0.0,0.0,22.14,0.0,2.85,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),其他,有,,tp,萬華區
21.45,219.75,6.0,0.0,6.0,1.0,3.58e7,162912.0,0.0,0.0,158.21,0.0,22.13,1,outlier,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,有,,tp,中山區
47.09,155.3,3.0,2.0,2.0,1.0,3.008e7,193690.0,0.0,2.5e6,77.34,0.0,8.22,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道平面,tp,中山區
25.64,114.55,3.0,2.0,2.0,1.0,1.63e7,180328.0,35.25,2.0e6,56.29,1.13,5.28,1,normal,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,有,坡道平面,tp,內湖區
35.3,160.93,5.0,2.0,2.0,1.0,2.36e7,165062.0,30.07,2.0e6,146.4,3.84,6.07,0,normal,房地(土地+建物)+車位,公寓(5樓含以下無電梯),住家用,有,坡道平面,tp,內湖區
34.42,191.76,3.0,2.0,2.0,1.0,2.688e7,140168.0,0.0,0.0,130.71,17.19,0.0,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道機械,tp,內湖區
59.98,233.78,3.0,2.0,2.0,1.0,2.75e7,117632.0,0.0,0.0,105.12,1.2,11.7,1,normal,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,有,坡道機械,tp,內湖區
6.06,36.7,1.0,1.0,1.0,1.0,6.65e6,181199.0,0.0,0.0,23.89,1.1,0.0,1,normal,房地(土地+建物),華廈(10層含以下有電梯),商業用,有,,tp,中山區
17.68,169.83,4.0,3.0,3.0,1.0,3.2e7,188424.0,0.0,0.0,107.13,51.91,4.99,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,中山區
10.36,60.35,1.0,2.0,1.0,1.0,1.355e7,224524.0,0.0,0.0,32.84,3.87,4.52,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,內湖區
24.74,120.76,5.0,2.0,2.0,1.0,2.95e7,244286.0,0.0,0.0,109.06,0.0,0.0,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,松山區
13.33,132.49,0.0,2.0,2.0,1.0,2.53e7,190958.0,0.0,0.0,94.65,0.0,22.45,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,有,,tp,信義區
40.0,106.73,3.0,2.0,2.0,1.0,1.98e7,185515.0,0.0,0.0,106.73,0.0,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,松山區
39.0,75.13,3.0,2.0,1.0,1.0,1.25e7,166378.0,0.0,0.0,75.13,0.0,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,信義區
22.13,267.61,4.0,2.0,3.0,1.0,7.0e7,284496.0,33.16,3.3e6,142.23,0.0,14.71,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道平面,tp,松山區
26.75,78.92,3.0,2.0,1.0,1.0,1.03e7,130512.0,0.0,0.0,71.33,0.0,7.59,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,南港區
31.6,99.52,0.0,0.0,1.0,1.0,2.368e7,237942.0,0.0,0.0,77.96,14.3,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),工業用,無,,tp,南港區
33.1,453.29,0.0,0.0,0.0,0.0,2.098e8,554359.0,86.56,6.5e6,209.95,5.84,16.84,1,outlier,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道平面,tp,信義區
28.13,92.2,3.0,2.0,2.0,1.0,1.44e7,156182.0,0.0,0.0,83.54,0.0,8.66,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,南港區
9.73,134.45,2.0,2.0,1.0,1.0,2.398e7,178356.0,48.32,0.0,51.45,2.43,4.04,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道機械,tp,南港區
19.06,118.04,2.0,1.0,2.0,1.0,3.8e7,321925.0,19.57,0.0,51.93,1.17,7.2,1,normal,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,有,塔式車位,tp,信義區
26.75,73.9,2.0,1.0,1.0,1.0,1.72e7,232747.0,0.0,0.0,73.9,0.0,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,信義區
24.2,115.28,3.0,2.0,2.0,1.0,2.85e7,247224.0,0.0,0.0,96.35,0.0,11.49,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,信義區
33.4,152.53,3.0,2.0,2.0,1.0,3.06e7,216519.0,20.44,2.0e6,73.67,3.38,8.71,1,normal,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,有,塔式車位,tp,北投區
26.0,93.76,3.0,2.0,2.0,1.0,1.28e7,136519.0,0.0,0.0,80.28,13.48,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,北投區
26.25,73.15,1.0,1.0,1.0,1.0,6.2e6,84757.0,0.0,0.0,69.05,4.1,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,士林區
36.42,66.13,1.0,1.0,1.0,1.0,1.5e7,226826.0,0.0,0.0,39.31,0.0,0.0,1,normal,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,有,坡道機械,tp,士林區
30.0,157.15,3.0,2.0,2.0,1.0,3.0e7,190900.0,0.0,0.0,120.61,0.0,13.54,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,無,,tp,士林區
30.0,157.15,2.0,2.0,1.0,1.0,3.0e7,190900.0,0.0,0.0,120.61,0.0,13.54,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,無,,tp,士林區
20.81,84.31,3.0,2.0,1.0,1.0,8.16e6,96786.0,0.0,0.0,71.36,0.0,12.95,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,北投區
36.5,98.22,3.0,2.0,1.0,1.0,9.0e6,91631.0,0.0,0.0,85.21,0.0,13.01,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,北投區
23.38,69.95,2.0,1.0,2.0,1.0,8.95e6,127949.0,0.0,0.0,59.27,0.0,10.68,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,士林區
35.4,121.8,4.0,3.0,2.0,1.0,1.114e7,91461.0,0.0,0.0,93.28,9.28,9.01,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,有,,tp,北投區
29.83,71.99,3.0,2.0,1.0,1.0,1.628e7,226143.0,0.0,0.0,71.99,0.0,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,士林區
55.25,146.82,3.0,2.0,1.0,1.0,3.888e7,264814.0,0.0,0.0,132.37,0.0,14.45,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,大安區
40.76,251.33,0.0,0.0,0.0,0.0,1.08e8,502396.0,44.72,4.2e6,119.55,0.0,14.68,1,outlier,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,無,坡道平面,tp,大安區
16.0,50.78,2.0,1.0,1.0,1.0,1.2e7,236314.0,0.0,0.0,50.78,0.0,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,大安區
34.64,121.78,3.0,2.0,2.0,1.0,3.08e7,252915.0,0.0,0.0,103.35,0.0,14.66,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,大安區
30.17,145.04,3.0,2.0,2.0,1.0,4.15e7,286128.0,0.0,0.0,145.04,0.0,0.0,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,大安區
43.85,105.74,3.0,2.0,1.0,1.0,1.605e7,151787.0,0.0,1.5e6,51.67,1.73,7.78,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道機械,tp,文山區
49.2,302.1,4.0,2.0,3.0,1.0,3.08e7,101953.0,79.16,0.0,126.04,10.65,10.92,1,normal,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,有,坡道平面,tp,文山區
25.36,128.6,4.0,1.0,2.0,1.0,1.68e7,140884.0,20.0,1.5e6,60.88,6.24,6.35,1,normal,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,有,塔式車位,tp,文山區
11.35,120.53,2.0,2.0,2.0,1.0,2.7e7,224011.0,0.0,0.0,69.44,0.0,9.16,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,中山區
60.68,278.22,4.0,2.0,3.0,1.0,6.7e7,240817.0,63.7,0.0,147.38,0.0,10.49,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道平面,tp,內湖區
42.38,219.21,0.0,0.0,0.0,0.0,3.68e7,167876.0,0.0,0.0,99.43,9.36,10.72,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),商業用,有,坡道平面,tp,內湖區
354.48,0.0,0.0,0.0,0.0,1.0,1.394e6,3933.0,0.0,0.0,0.0,0.0,0.0,0,normal,土地,其他,,無,,tp,士林區
65.11,408.02,5.0,2.0,3.0,1.0,4.9e7,120092.0,41.4,0.0,222.59,3.06,30.74,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道平面,tp,北投區
30.08,136.49,4.0,2.0,2.0,1.0,2.2e7,161184.0,0.0,0.0,119.32,0.0,7.39,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,北投區
6.12,0.0,0.0,0.0,0.0,1.0,1.541628e6,251900.0,0.0,0.0,0.0,0.0,0.0,0,normal,土地,其他,,無,,tp,士林區
12.84,90.61,3.0,2.0,1.0,1.0,1.455e7,160578.0,0.0,0.0,67.13,0.0,10.46,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,士林區
45.5,183.36,3.0,2.0,2.0,1.0,2.5e7,136344.0,0.0,0.0,98.33,0.0,11.5,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道平面,tp,北投區
48.51,116.75,4.0,2.0,2.0,1.0,1.988e7,170278.0,0.0,0.0,113.41,0.0,3.34,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,士林區
84.8,162.27,4.0,2.0,2.0,1.0,2.25e7,138658.0,0.0,2.0e6,89.2,2.79,5.66,1,normal,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,有,坡道平面,tp,北投區
