土地移轉總面積平方公尺,建物移轉總面積平方公尺,建物現況格局_房,建物現況格局_廳,建物現況格局_衛,建物現況格局_隔間,總價元,單價元平方公尺,車位移轉總面積_平方公尺,車位總價元,主建物面積,附屬建物面積,陽台面積,電梯,ifor,交易標的,建物型態,主要用途,有無管理組織,車位類別,city,x1
10.56,46.59,0.0,0.0,0.0,0.0,9.7e6,208199.0,0.0,0.0,24.32,0.98,2.04,1,normal,房地(土地+建物),華廈(10層含以下有電梯),商業用,有,,tp,北投區
39.51,141.78,6.0,1.0,3.0,1.0,1.95e7,137537.0,0.0,0.0,119.63,0.0,22.15,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,士林區
26.06,203.76,3.0,2.0,2.0,1.0,4.6e7,225756.0,0.0,0.0,100.42,11.06,9.32,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,無,坡道平面,tp,北投區
10.37,105.22,3.0,2.0,2.0,1.0,3.0e7,285117.0,0.0,0.0,67.01,0.0,16.35,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,大安區
27.49,114.1,6.0,3.0,3.0,1.0,3.585e7,314198.0,0.0,0.0,107.64,0.0,6.46,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,無,,tp,大安區
3.55,43.06,0.0,0.0,0.0,0.0,1.03e7,239201.0,0.0,0.0,25.86,0.14,0.0,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,內湖區
21.0,71.1,3.0,1.0,1.0,1.0,2.25e7,316456.0,0.0,0.0,57.99,13.11,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,中山區
25.93,124.09,3.0,2.0,2.0,1.0,2.6e7,209525.0,0.0,0.0,101.74,0.0,16.15,1,normal,房地(土地+建物),華廈(10層含以下有電梯),商業用,有,,tp,中山區
28.1,107.54,3.0,2.0,2.0,1.0,8.8e6,81830.0,0.0,0.0,87.01,0.0,11.79,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,北投區
0.0,127.6,4.0,2.0,2.0,1.0,2.4e6,18809.0,0.0,0.0,116.57,0.0,8.01,0,normal,建物,公寓(5樓含以下無電梯),住家用,無,,tp,北投區
2.97,33.73,1.0,1.0,1.0,1.0,1.22e7,361696.0,0.0,0.0,18.46,0.97,3.19,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,松山區
29.25,97.29,3.0,2.0,2.0,1.0,1.8e7,185014.0,0.0,0.0,88.11,0.0,9.18,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,南港區
14.42,71.86,0.0,0.0,0.0,0.0,3.525e7,490537.0,0.0,0.0,37.89,0.0,8.81,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,有,,tp,信義區
33.2,116.92,1.0,1.0,1.0,1.0,8.2e6,70133.0,0.0,0.0,102.85,14.07,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),商業用,無,,tp,北投區
35.2,83.33,4.0,0.0,2.0,1.0,1.215e7,145806.0,0.0,0.0,75.95,0.0,7.38,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,士林區
4.83,43.69,1.0,1.0,1.0,1.0,1.036e7,237125.0,0.0,0.0,23.77,0.74,3.11,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,中山區
20.6,92.17,2.0,2.0,2.0,1.0,1.868e7,202669.0,0.0,0.0,77.75,1.51,3.19,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,信義區
19.22,115.1,2.0,2.0,1.0,1.0,3.17e7,289474.0,12.5,2.0e6,60.85,2.72,6.94,1,normal,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,有,其他,tp,南港區
60.25,133.98,3.0,2.0,2.0,1.0,2.3e7,171667.0,0.0,0.0,123.82,0.0,10.16,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,士林區
16.15,123.03,3.0,2.0,2.0,1.0,2.5e7,203202.0,0.0,0.0,87.37,0.0,14.76,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,士林區
870.0,0.0,0.0,0.0,0.0,1.0,8.1584e7,93775.0,0.0,0.0,0.0,0.0,0.0,0,normal,土地,其他,,無,,tp,士林區
5.68,50.53,1.0,1.0,1.0,1.0,3.2e6,63329.0,0.0,0.0,34.92,0.0,6.08,1,normal,房地(土地+建物),華廈(10層含以下有電梯),商業用,有,,tp,大同區
52.22,258.32,4.0,2.0,2.0,1.0,6.3e7,271034.0,38.78,3.5e6,179.96,19.85,16.42,1,normal,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,無,升降機械,tp,中正區
6.11,38.67,1.0,1.0,1.0,1.0,1.108e7,286527.0,0.0,0.0,25.24,0.0,2.64,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,中正區
34.85,199.68,4.0,2.0,2.0,1.0,4.66e7,233373.0,0.0,0.0,164.88,0.0,26.51,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,大安區
21.75,198.23,4.0,2.0,2.0,1.0,6.29685e7,317654.0,0.0,0.0,140.81,7.05,12.15,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,大安區
35.8,107.28,3.0,2.0,2.0,1.0,3.44e7,320656.0,0.0,0.0,95.84,11.44,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,大安區
38.08,96.99,3.0,1.0,1.0,1.0,2.0e7,206207.0,0.0,0.0,87.18,9.81,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,南港區
27.25,85.75,3.0,2.0,2.0,1.0,1.855e7,216327.0,0.0,0.0,85.75,0.0,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,信義區
39.86,150.12,2.0,2.0,2.0,1.0,1.0538e7,70197.0,0.0,0.0,120.83,0.0,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),商業用,無,,tp,松山區
13.65,85.94,1.0,2.0,1.0,1.0,2.115e7,246102.0,0.0,0.0,39.88,0.0,16.36,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,松山區
23.46,282.7,4.0,2.0,4.0,1.0,6.984e7,247046.0,33.16,0.0,152.81,0.0,14.29,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道平面,tp,松山區
27.36,85.79,2.0,2.0,2.0,1.0,1.65e7,192330.0,0.0,0.0,85.79,0.0,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,信義區
6.76,53.1,2.0,1.0,1.0,1.0,1.37e7,258004.0,0.0,0.0,39.05,0.0,5.5,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,有,,tp,松山區
5.0,32.63,1.0,1.0,1.0,1.0,5.0e6,153233.0,0.0,0.0,19.28,1.15,3.81,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,中山區
28.33,51.0,2.0,1.0,1.0,1.0,1.63e7,319608.0,0.0,0.0,51.0,0.0,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,中山區
2.93,32.41,1.0,0.0,1.0,1.0,5.3e6,163530.0,0.0,0.0,20.38,0.0,3.23,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,中山區
52.02,193.05,3.0,2.0,2.0,1.0,3.7e7,191660.0,31.32,0.0,109.83,0.0,11.12,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道平面,tp,內湖區
14.01,128.88,3.0,2.0,2.0,1.0,2.86e7,221912.0,0.0,0.0,62.63,0.0,8.81,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),商業用,有,坡道機械,tp,中山區
4.18,39.57,2.0,1.0,1.0,1.0,9.43e6,238312.0,0.0,0.0,30.94,0.0,0.0,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,中山區
16.28,119.74,0.0,1.0,1.0,1.0,2.2222e7,185585.0,0.0,0.0,91.3,9.45,0.0,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,有,,tp,內湖區
8.14,45.03,1.0,1.0,1.0,1.0,8.28e6,183877.0,0.0,0.0,26.25,0.66,2.96,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,有,,tp,內湖區
13.24,57.2,2.0,0.0,2.0,1.0,1.06e7,185315.0,0.0,0.0,38.48,0.0,0.0,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,中山區
13.82,78.75,2.0,2.0,1.0,1.0,1.87e7,237460.0,0.0,0.0,44.06,2.48,4.27,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,內湖區
1.85,41.2,0.0,0.0,0.0,1.0,2.1e6,71992.5,41.19,2.1e6,0.0,0.0,0.0,1,normal,車位,其他,停車空間,有,坡道平面,tp,中山區
0.04,26.84,0.0,0.0,0.0,1.0,1.8e6,71992.5,26.84,1.8e6,0.0,0.0,0.0,1,normal,車位,其他,,有,塔式車位,tp,大同區
37.26,165.09,3.0,2.0,2.0,1.0,5.738e7,347568.0,0.0,4.0e6,90.85,5.79,9.76,1,normal,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,有,一樓平面,tp,中正區
25.19,95.89,3.0,2.0,1.0,1.0,1.075e7,112108.0,0.0,0.0,82.52,0.0,13.37,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,萬華區
13.57,183.16,3.0,2.0,2.0,1.0,3.27e7,210776.0,39.88,2.5e6,81.69,9.3,5.49,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道平面,tp,萬華區
8.58,65.82,1.0,2.0,1.0,1.0,1.41e7,214221.0,0.0,0.0,34.35,1.93,7.25,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,萬華區
37.81,166.36,4.0,2.0,2.0,1.0,2.9e7,174321.0,0.0,0.0,119.01,0.0,17.55,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,大同區
29.25,87.94,3.0,2.0,1.0,1.0,1.062e7,120764.0,0.0,0.0,87.94,0.0,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,萬華區
18.69,69.16,2.0,2.0,1.0,1.0,1.24e7,179294.0,0.0,0.0,48.89,0.0,9.01,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,文山區
15.4,36.77,1.0,0.0,1.0,1.0,5.56e6,151210.0,0.0,0.0,36.77,0.0,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,萬華區
41.76,118.16,3.0,2.0,2.0,1.0,2.0e7,169262.0,0.0,0.0,91.69,0.0,14.3,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,文山區
28.75,82.31,3.0,2.0,1.0,1.0,6.5e6,78970.0,0.0,0.0,82.31,0.0,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),,無,,tp,中正區
31.73,114.66,3.0,2.0,2.0,1.0,1.907e7,166318.0,0.0,0.0,100.07,0.0,14.59,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,文山區
100.1,240.22,3.0,2.0,3.0,1.0,3.12e7,129881.0,25.03,0.0,125.77,12.45,12.11,1,normal,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,有,坡道平面,tp,文山區
25.93,93.79,1.0,1.0,1.0,1.0,1.45e7,154601.0,0.0,0.0,58.3,18.25,7.06,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,文山區
38.16,99.05,6.0,2.0,4.0,1.0,1.48e7,149419.0,0.0,0.0,99.05,0.0,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),,無,,tp,文山區
15.87,81.64,1.0,1.0,1.0,1.0,1.78e7,243107.0,14.18,1.4e6,37.77,2.75,5.57,1,normal,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,有,升降機械,tp,文山區
18.29,98.07,1.0,1.0,1.0,1.0,1.818e7,237981.0,27.35,1.35e6,39.15,2.86,6.26,1,normal,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,有,升降機械,tp,文山區
19.58,134.25,3.0,2.0,2.0,1.0,2.7e7,201117.0,0.0,0.0,105.1,2.26,6.36,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),辦公用,有,,tp,中正區
18.43,143.98,0.0,0.0,0.0,0.0,2.5e7,173647.0,0.0,0.0,90.06,0.0,7.21,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,有,,tp,大同區
3.87,48.95,1.0,1.0,1.0,1.0,8.42e6,184043.0,11.35,1.5e6,25.29,0.93,0.0,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),其他,有,升降機械,tp,萬華區
4.38,44.37,2.0,2.0,1.0,1.0,1.2e7,270453.0,0.0,0.0,25.93,0.0,3.83,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),辦公用,有,,tp,萬華區
7.75,56.98,2.0,1.0,2.0,1.0,1.84e7,322920.0,0.0,0.0,29.76,1.05,4.42,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,有,,tp,中山區
14.02,75.62,1.0,1.0,1.0,1.0,1.775e7,234726.0,0.0,0.0,36.54,12.87,5.27,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,中山區
30.62,97.17,3.0,2.0,2.0,1.0,1.056e7,108676.0,0.0,0.0,87.07,0.0,10.1,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,內湖區
45.51,110.34,3.0,2.0,1.0,1.0,1.65e7,149538.0,0.0,0.0,92.64,0.0,12.86,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,有,,tp,內湖區
47.68,265.46,4.0,2.0,2.0,1.0,4.1e7,154449.0,29.96,0.0,115.08,5.47,12.45,1,normal,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,有,坡道平面,tp,內湖區
5.68,68.22,2.0,1.0,1.0,1.0,1.212e7,177661.0,0.0,0.0,50.7,0.0,4.39,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,中山區
29.21,350.07,4.0,2.0,3.0,1.0,9.96e7,284515.0,0.0,0.0,166.31,16.47,19.26,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道平面,tp,中山區
11.65,79.63,2.0,2.0,1.0,1.0,1.65e7,207208.0,8.11,0.0,32.97,0.18,9.29,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,塔式車位,tp,內湖區
4.37,41.44,1.0,1.0,1.0,1.0,1.36e7,328185.0,0.0,0.0,25.51,0.0,3.21,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),辦公用,有,,tp,信義區
44.0,152.58,3.0,2.0,2.0,1.0,4.05e7,265435.0,0.0,0.0,152.58,0.0,0.0,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,大安區
6.23,69.82,1.0,1.0,1.0,1.0,2.15e7,307935.0,0.0,0.0,59.19,0.0,0.0,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,有,,tp,大安區
16.83,55.05,1.0,1.0,1.0,1.0,1.2e7,217984.0,0.0,0.0,37.64,6.17,0.0,1,normal,房地(土地+建物),華廈(10層含以下有電梯),商業用,無,,tp,文山區
6.21,41.83,1.0,1.0,1.0,1.0,1.028e7,245757.0,0.0,0.0,28.2,0.0,4.16,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,有,,tp,中山區
28.41,98.22,3.0,2.0,1.0,1.0,1.67e7,170026.0,0.0,0.0,45.47,16.08,8.03,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,北投區
541.5,0.0,0.0,0.0,0.0,1.0,5.1597e7,95285.0,0.0,0.0,0.0,0.0,0.0,0,normal,土地,其他,,無,,tp,士林區
34.99,91.33,3.0,2.0,2.0,1.0,1.49e7,163145.0,0.0,0.0,82.02,0.0,9.31,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,士林區
38.5,98.91,3.0,2.0,1.0,1.0,1.685e7,170357.0,0.0,0.0,94.5,0.0,4.41,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,北投區
11.04,102.65,1.0,2.0,1.0,1.0,1.568e7,152752.0,0.0,1.5e6,56.3,0.0,2.42,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道機械,tp,北投區
20.9,73.33,3.0,2.0,2.0,1.0,1.2e7,163644.0,0.0,0.0,51.52,1.98,5.54,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,士林區
163.61,0.0,0.0,0.0,0.0,1.0,1.11223e7,67981.0,0.0,0.0,0.0,0.0,0.0,0,normal,土地,其他,,無,,tp,士林區
30.48,127.46,3.0,2.0,2.0,1.0,2.888e7,226581.0,0.0,0.0,110.14,0.0,10.61,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,南港區
11.8,48.66,0.0,0.0,0.0,0.0,9.69e6,199137.0,0.0,0.0,23.98,0.53,3.99,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,無,,tp,中山區
27.66,104.13,3.0,2.0,1.0,1.0,1.41e7,135408.0,0.0,0.0,84.71,0.0,8.96,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,內湖區
14.92,121.22,2.0,1.0,1.0,1.0,2.57e7,307041.0,45.66,2.5e6,41.9,0.0,9.46,1,normal,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,有,坡道平面,tp,中山區
19.49,217.82,3.0,2.0,2.0,1.0,6.367e7,344873.0,43.35,3.5e6,105.02,0.0,10.73,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道平面,tp,中山區
19.68,211.52,3.0,2.0,2.0,1.0,6.439e7,344888.0,34.68,3.4e6,106.59,0.0,10.73,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道平面,tp,中山區
25.02,97.69,3.0,2.0,2.0,1.0,1.57e7,160712.0,0.0,0.0,79.76,0.0,8.84,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,士林區
14.29,46.95,3.0,2.0,2.0,1.0,3.64e6,77529.0,0.0,0.0,41.22,0.0,5.73,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,南港區
21.0,70.42,5.0,1.0,2.0,1.0,1.14e7,161886.0,0.0,0.0,59.38,0.0,11.04,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,士林區
7.88,48.8,1.0,0.0,1.0,1.0,6.0e6,122951.0,0.0,0.0,24.92,1.13,4.76,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,北投區
499.0,0.0,0.0,0.0,0.0,1.0,4.8304e7,96802.0,0.0,0.0,0.0,0.0,0.0,0,normal,土地,其他,,無,,tp,士林區
7.89,16.81,3.0,2.0,2.0,1.0,2.8e6,166568.0,0.0,0.0,9.45,0.0,1.02,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,內湖區
28.22,102.51,3.0,1.0,2.0,1.0,1.2e7,117062.0,0.0,0.0,88.43,0.0,9.31,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,大安區
10.83,11.35,3.0,1.0,2.0,1.0,5.05e6,444934.0,0.0,0.0,11.35,0.0,0.0,0,normal,房地(土地+建物),透天厝,,無,,tp,大安區
26.6,171.14,3.0,2.0,2.0,1.0,2.4e7,140236.0,0.0,2.3e6,77.67,6.13,6.53,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道平面,tp,士林區
38.38,104.31,3.0,2.0,2.0,1.0,1.398e7,134024.0,0.0,0.0,92.63,0.0,11.68,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,北投區
9.74,43.34,1.0,1.0,1.0,1.0,7.06e6,162898.0,0.0,0.0,27.29,0.37,1.43,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,北投區
22.95,75.07,1.0,1.0,1.0,1.0,1.568e7,208872.0,0.0,0.0,41.21,0.0,3.28,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,北投區
111.12,0.0,0.0,0.0,0.0,1.0,6.077974e6,54697.0,0.0,0.0,0.0,0.0,0.0,0,normal,土地,其他,,無,,tp,士林區
27.6,141.75,5.0,3.0,3.0,1.0,3.46e7,244092.0,0.0,0.0,112.08,0.0,21.94,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,士林區
32.77,175.08,4.0,2.0,2.0,1.0,2.4e7,137080.0,0.0,0.0,117.63,0.0,18.23,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,北投區
34.81,146.73,3.0,2.0,2.0,1.0,3.588e7,244531.0,0.0,0.0,127.93,0.0,18.8,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,士林區
34.3,132.21,4.0,4.0,3.0,1.0,1.92e7,145224.0,0.0,0.0,115.87,7.95,8.39,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,士林區
0.86,41.08,0.0,0.0,0.0,1.0,3.4e6,71992.5,14.9,3.4e6,0.0,0.0,0.0,0,normal,車位,其他,停車位,無,坡道平面,tp,士林區
26.28,313.99,4.0,2.0,2.0,1.0,5.18e7,191450.0,69.54,5.0e6,139.36,11.54,14.66,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道平面,tp,士林區
19.91,174.51,2.0,1.0,0.0,1.0,3.8e7,217753.0,0.0,3.5e6,149.29,0.0,0.0,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),商業用,有,坡道平面,tp,中山區
28.97,296.8,4.0,2.0,2.0,1.0,1.06e8,357131.0,0.0,0.0,246.79,0.0,29.62,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道平面,tp,中正區
24.4,0.0,0.0,0.0,0.0,1.0,7.5e6,307377.0,0.0,0.0,0.0,0.0,0.0,0,normal,土地,其他,,無,,tp,中正區
17.4,93.9,3.0,2.0,1.0,1.0,2.2e7,234292.0,0.0,0.0,70.84,0.54,9.01,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,中正區
66.0,0.0,0.0,0.0,0.0,1.0,4.11312e6,62320.0,0.0,0.0,0.0,0.0,0.0,0,normal,土地,其他,,無,,tp,大安區
3.96,41.47,1.0,1.0,1.0,1.0,1.0e7,241138.0,0.0,0.0,29.19,0.0,3.61,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,大安區
8.15,31.25,0.0,1.0,1.0,1.0,1.08e7,345600.0,0.0,0.0,18.51,1.77,0.0,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,大安區
4.2,41.64,1.0,0.0,1.0,1.0,1.31e7,314601.0,0.0,0.0,30.24,0.0,4.2,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,大安區
57.75,105.99,5.0,1.0,2.0,1.0,2.9e7,273611.0,0.0,0.0,100.0,0.0,5.99,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,松山區
31.5,87.92,3.0,2.0,1.0,1.0,2.0e7,227480.0,0.0,0.0,87.92,0.0,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,信義區
30.5,90.08,3.0,1.0,1.0,1.0,1.2e7,133215.0,0.0,0.0,90.08,0.0,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,信義區
18.73,154.13,2.0,2.0,2.0,1.0,4.25e7,275741.0,33.86,0.0,64.52,9.27,4.62,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道平面,tp,信義區
103.21,0.0,0.0,0.0,0.0,1.0,6.504467e6,63022.0,0.0,0.0,0.0,0.0,0.0,0,normal,土地,其他,,無,,tp,信義區
8.71,114.5,2.0,1.0,1.0,1.0,2.45e7,213974.0,0.0,0.0,61.91,0.0,10.59,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,信義區
6.67,78.25,1.0,1.0,1.0,1.0,1.5e7,191693.0,0.0,0.0,43.07,4.09,5.0,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,南港區
6.0,0.0,0.0,0.0,0.0,1.0,4.04745e6,674575.0,0.0,0.0,0.0,0.0,0.0,0,normal,土地,其他,,無,,tp,信義區
15.17,67.04,1.0,1.0,2.0,1.0,2.26e7,337112.0,0.0,0.0,33.97,4.78,4.84,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,信義區
8.92,127.84,3.0,1.0,0.0,1.0,2.468e7,208114.0,17.9,1.8e6,92.49,0.0,1.07,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),商業用,有,升降機械,tp,信義區
27.21,103.97,2.0,1.0,2.0,1.0,3.98e7,382803.0,0.0,0.0,89.94,8.17,0.0,1,normal,房地(土地+建物),華廈(10層含以下有電梯),商業用,無,,tp,南港區
8.7,95.6,2.0,2.0,2.0,1.0,1.75e7,183054.0,0.0,0.0,60.65,0.0,4.89,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,有,,tp,中山區
3.54,34.0,1.0,1.0,1.0,1.0,8.6e6,252941.0,0.0,0.0,19.85,0.32,2.59,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,中山區
9.26,99.64,1.0,2.0,1.0,1.0,2.76e7,276997.0,0.0,0.0,58.69,3.25,4.21,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,內湖區
4.82,36.25,0.0,1.0,1.0,1.0,9.67e6,266759.0,0.0,0.0,24.99,0.0,3.44,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,中山區
36.89,104.25,3.0,2.0,1.0,1.0,1.835e7,176019.0,0.0,0.0,70.31,0.0,7.13,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,內湖區
25.19,69.5,2.0,1.0,1.0,1.0,1.0e7,143885.0,0.0,0.0,61.75,7.75,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,內湖區
10.51,60.3,3.0,2.0,2.0,1.0,1.719e7,285075.0,0.0,0.0,25.42,0.18,13.18,1,normal,房地(土地+建物),華廈(10層含以下有電梯),商業用,有,,tp,內湖區
32.55,109.33,5.0,5.0,5.0,1.0,2.256e7,206348.0,0.0,0.0,97.91,0.0,11.42,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,中山區
51.72,278.22,3.0,2.0,2.0,1.0,6.666e7,251697.0,23.31,2.5e6,157.66,10.8,12.07,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道平面,tp,內湖區
25.67,66.36,0.0,0.0,0.0,0.0,2.2e7,331525.0,0.0,0.0,66.36,0.0,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),,無,,tp,中山區
